timestamp,rpm,temperature,vibration,oil_pressure,voltage
2025-01-01 00:01:29,1493.89,69.84,0.1812,5.06,217.8
2025-01-01 00:01:30,1511.39,69.08,0.1892,5.01,220.05
2025-01-01 00:01:31,1512.26,70.19,0.1804,4.94,218.85
2025-01-01 00:01:32,1506.67,70.46,0.2022,5.09,218.94
2025-01-01 00:01:33,1499.79,70.26,0.2352,4.99,219.3
2025-01-01 00:01:34,1492.52,70.76,0.1929,5.03,216.2
2025-01-01 00:01:35,1509.24,68.74,0.1892,5.11,217.33
2025-01-01 00:01:36,1500.27,70.15,0.1848,5.13,223.0
2025-01-01 00:01:37,1485.14,68.63,0.221,4.87,219.22
2025-01-01 00:01:38,1501.96,70.77,0.2004,5.01,218.45
2025-01-01 00:01:39,1511.27,69.58,0.2117,4.95,220.21
2025-01-01 00:01:40,1499.6,69.92,0.1847,5.08,222.83
2025-01-01 00:01:41,1502.9,70.81,0.2218,5.09,220.61
2025-01-01 00:01:42,1502.66,70.95,0.2065,4.9,220.05
2025-01-01 00:01:43,1485.86,70.08,0.2134,5.12,220.3
2025-01-01 00:01:44,1508.41,70.08,0.1847,4.86,218.06
2025-01-01 00:01:45,1490.06,70.72,0.2011,5.06,220.15
2025-01-01 00:01:46,1509.35,71.14,0.1924,4.97,218.93
2025-01-01 00:01:47,1488.04,70.76,0.2291,5.0,219.01
2025-01-01 00:01:48,1509.74,67.74,0.2089,5.01,218.86
2025-01-01 00:01:49,1512.16,71.06,0.2002,4.99,219.22
2025-01-01 00:01:50,1496.94,68.78,0.2331,5.1,221.6
2025-01-01 00:01:51,1492.29,72.17,0.2452,5.02,218.19
2025-01-01 00:01:52,1494.12,70.51,0.1873,5.0,222.18
2025-01-01 00:01:53,1489.01,72.1,0.237,4.88,217.17
2025-01-01 00:01:54,1498.81,69.06,0.2004,4.74,219.54
2025-01-01 00:01:55,1515.51,68.98,0.2003,4.85,221.28
2025-01-01 00:01:56,1499.29,72.03,0.2099,4.96,221.1
2025-01-01 00:01:57,1497.05,68.75,0.2119,4.98,220.33
2025-01-01 00:01:58,1504.12,69.58,0.2143,5.17,217.78
2025-01-01 00:01:59,1515.02,69.85,0.1906,5.24,220.31
2025-01-01 00:02:00,1512.09,70.91,0.1724,5.01,218.95
2025-01-01 00:02:01,1490.41,68.33,0.2081,5.06,220.78
2025-01-01 00:02:02,1498.7,69.3,0.1864,4.94,217.93
2025-01-01 00:02:03,1499.53,70.08,0.1882,4.98,218.48
2025-01-01 00:02:04,1501.13,70.61,0.2098,5.05,216.7
2025-01-01 00:02:05,1498.15,70.38,0.2191,4.84,220.32
2025-01-01 00:02:06,1510.84,69.92,0.2044,5.05,220.49
2025-01-01 00:02:07,1506.59,70.17,0.2094,4.92,219.66
2025-01-01 00:02:08,1511.23,69.9,0.203,4.95,221.57
2025-01-01 00:02:09,1494.38,71.01,0.1877,4.89,220.41
2025-01-01 00:02:10,1502.27,70.4,0.2278,4.96,220.89
2025-01-01 00:02:11,1493.96,71.36,0.2192,5.05,220.38
2025-01-01 00:02:12,1494.96,69.78,0.2166,5.0,220.25
2025-01-01 00:02:13,1490.37,70.29,0.1928,4.89,219.69
2025-01-01 00:02:14,1486.41,70.81,0.2237,4.99,218.01
2025-01-01 00:02:15,1493.71,69.96,0.1583,5.02,221.33
2025-01-01 00:02:16,1498.79,69.61,0.2104,5.04,222.19
2025-01-01 00:02:17,1501.44,69.42,0.1976,5.02,223.11
2025-01-01 00:02:18,1498.74,69.06,0.1895,4.79,220.66
2025-01-01 00:02:19,1490.42,68.88,0.1674,4.89,221.14
2025-01-01 00:02:20,1490.83,68.36,0.2106,4.97,220.86
2025-01-01 00:02:21,1507.25,70.1,0.1811,4.99,221.0
2025-01-01 00:02:22,1496.67,68.68,0.2292,4.96,219.18
2025-01-01 00:02:23,1501.47,71.14,0.2124,4.97,221.36
2025-01-01 00:02:24,1518.53,71.5,0.2207,4.89,227.5
2025-01-01 00:02:25,1491.78,69.74,0.1933,5.16,220.84
2025-01-01 00:02:26,1489.96,70.38,0.2182,4.97,217.56
2025-01-01 00:02:27,1495.58,69.68,0.2078,4.95,221.47
2025-01-01 00:02:28,1493.79,68.39,0.1926,5.13,218.85
2025-01-01 00:02:29,1520.13,70.61,0.1842,4.92,220.49
2025-01-01 00:02:30,1491.99,72.49,0.1877,5.07,222.92
2025-01-01 00:02:31,1500.55,69.12,0.2021,5.04,221.75
2025-01-01 00:02:32,1501.89,68.72,0.2084,4.93,215.63
2025-01-01 00:02:33,1495.86,68.69,0.2194,5.19,223.72
2025-01-01 00:02:34,1496.87,69.66,0.2215,5.11,219.16
2025-01-01 00:02:35,1500.32,72.33,0.2056,4.95,220.24
2025-01-01 00:02:36,1506.11,69.1,0.2028,4.88,219.44
2025-01-01 00:02:37,1516.49,70.87,0.206,4.91,219.38
2025-01-01 00:02:38,1509.89,69.56,0.2369,4.86,219.42
2025-01-01 00:02:39,1515.44,68.12,0.2317,4.81,219.82
2025-01-01 00:02:40,1500.13,70.95,0.1449,4.81,218.87
2025-01-01 00:02:41,1501.81,69.24,0.2036,4.88,219.2
2025-01-01 00:02:42,1494.75,70.37,0.2197,5.14,218.69
2025-01-01 00:02:43,1498.99,70.18,0.2023,4.99,216.88
2025-01-01 00:02:44,1504.52,69.22,0.1891,4.84,222.32
2025-01-01 00:02:45,1500.43,71.28,0.2137,4.83,217.83
2025-01-01 00:02:46,1507.63,69.37,0.1865,4.98,219.65
2025-01-01 00:02:47,1493.48,69.81,0.1988,4.74,221.01
2025-01-01 00:02:48,1495.09,71.44,0.1854,4.84,222.38
2025-01-01 00:02:49,1488.91,69.5,0.2204,4.97,216.69
2025-01-01 00:02:50,1503.11,69.94,0.2342,5.06,226.07
2025-01-01 00:02:51,1488.44,70.12,0.1872,5.12,221.64
2025-01-01 00:02:52,1507.65,69.36,0.1937,4.8,223.42
2025-01-01 00:02:53,1505.7,69.88,0.2273,5.08,221.95
2025-01-01 00:02:54,1488.65,69.43,0.2126,5.04,221.91
2025-01-01 00:02:55,1493.58,70.27,0.2529,5.07,221.74
2025-01-01 00:02:56,1501.5,70.91,0.2449,5.01,222.45
2025-01-01 00:02:57,1494.67,70.73,0.2269,4.92,222.2
2025-01-01 00:02:58,1496.27,69.34,0.2089,5.19,220.62
2025-01-01 00:02:59,1509.17,69.41,0.2105,4.88,218.86
2025-01-01 00:03:00,1508.38,70.11,0.238,4.98,219.6
2025-01-01 00:03:01,1511.92,69.5,0.1787,5.13,220.83
2025-01-01 00:03:02,1484.39,70.19,0.201,5.17,218.54
2025-01-01 00:03:03,1497.08,69.24,0.1881,4.93,217.13
2025-01-01 00:03:04,1493.48,68.54,0.1793,4.84,218.96
2025-01-01 00:03:05,1496.27,68.92,0.2188,5.0,219.14
2025-01-01 00:03:06,1498.04,71.74,0.2141,5.05,214.83
2025-01-01 00:03:07,1496.53,67.98,0.2008,5.04,218.65
2025-01-01 00:03:08,1505.92,69.13,0.2209,4.84,219.48
2025-01-01 00:03:09,1505.14,70.69,0.2069,5.19,219.17
2025-01-01 00:03:10,1498.18,67.39,0.2449,4.96,217.65
2025-01-01 00:03:11,1512.37,71.39,0.2117,4.86,220.84
2025-01-01 00:03:12,1496.84,68.98,0.2305,4.79,221.13
2025-01-01 00:03:13,1505.49,72.21,0.2162,4.79,218.33
2025-01-01 00:03:14,1502.34,70.51,0.2293,4.8,219.34
2025-01-01 00:03:15,1509.6,71.7,0.247,4.96,222.2
2025-01-01 00:03:16,1515.54,71.35,0.2243,5.08,218.42
2025-01-01 00:03:17,1490.28,71.14,0.2029,5.0,218.84
2025-01-01 00:03:18,1498.72,70.39,0.1895,5.01,220.49
2025-01-01 00:03:19,1501.26,69.42,0.2257,5.19,218.8
2025-01-01 00:03:20,1511.76,71.05,0.1569,4.92,218.73
2025-01-01 00:03:21,1508.15,70.35,0.2195,5.06,218.2
2025-01-01 00:03:22,1495.93,68.94,0.2067,4.99,220.34
2025-01-01 00:03:23,1496.09,71.07,0.2285,5.15,221.42
2025-01-01 00:03:24,1503.41,70.84,0.2224,4.93,222.58
2025-01-01 00:03:25,1515.68,72.14,0.211,5.03,220.83
2025-01-01 00:03:26,1501.92,70.78,0.2079,4.98,223.52
2025-01-01 00:03:27,1503.27,70.23,0.228,5.02,220.58
2025-01-01 00:03:28,1501.45,68.95,0.2098,4.89,220.42
2025-01-01 00:03:29,1492.52,71.08,0.2254,5.03,219.8
2025-01-01 00:03:30,1505.31,68.2,0.1886,4.99,220.69
2025-01-01 00:03:31,1501.35,69.16,0.2132,4.95,217.86
2025-01-01 00:03:32,1504.63,69.96,0.2345,5.07,221.47
2025-01-01 00:03:33,1504.58,69.33,0.1919,4.85,225.76
2025-01-01 00:03:34,1493.38,69.96,0.2035,4.97,218.83
2025-01-01 00:03:35,1487.08,69.17,0.1829,4.99,218.63
2025-01-01 00:03:36,1496.54,70.39,0.1991,5.09,219.23
2025-01-01 00:03:37,1503.84,68.85,0.224,4.96,220.82
2025-01-01 00:03:38,1504.69,70.0,0.2152,4.96,222.69
2025-01-01 00:03:39,1509.54,70.66,0.1873,4.89,218.67
2025-01-01 00:03:40,1500.11,70.62,0.1931,5.12,220.01
2025-01-01 00:03:41,1485.98,69.7,0.1593,4.92,218.9
2025-01-01 00:03:42,1497.21,69.85,0.2032,4.94,223.0
2025-01-01 00:03:43,1511.82,69.04,0.2362,4.84,218.37
2025-01-01 00:03:44,1514.31,67.94,0.2227,4.87,219.71
2025-01-01 00:03:45,1500.68,71.88,0.195,4.99,221.25
2025-01-01 00:03:46,1500.11,69.36,0.2101,5.01,221.77
2025-01-01 00:03:47,1494.59,69.73,0.2178,4.98,219.63
2025-01-01 00:03:48,1502.01,69.49,0.1954,5.04,217.81
2025-01-01 00:03:49,1511.48,70.4,0.1859,5.03,220.33
2025-01-01 00:03:50,1508.26,71.34,0.2042,4.93,218.79
2025-01-01 00:03:51,1494.33,69.44,0.2172,5.0,219.02
2025-01-01 00:03:52,1496.28,70.53,0.2016,4.9,219.7
2025-01-01 00:03:53,1500.08,69.12,0.2282,5.08,220.08
2025-01-01 00:03:54,1503.25,70.71,0.2111,5.09,223.31
2025-01-01 00:03:55,1502.86,70.63,0.2292,4.97,217.74
2025-01-01 00:03:56,1509.47,68.62,0.2476,5.09,220.38
2025-01-01 00:03:57,1502.64,71.94,0.1929,4.88,218.8
2025-01-01 00:03:58,1500.15,69.18,0.215,5.01,218.37
2025-01-01 00:03:59,1515.07,68.8,0.1864,5.04,219.59
2025-01-01 00:04:00,1505.6,69.57,0.1913,4.94,218.63
2025-01-01 00:04:01,1506.47,69.71,0.2273,5.06,222.08
2025-01-01 00:04:02,1509.48,70.98,0.2275,4.95,219.48
2025-01-01 00:04:03,1487.65,70.49,0.1987,5.04,221.05
2025-01-01 00:04:04,1491.48,69.18,0.2052,4.95,220.33
2025-01-01 00:04:05,1493.06,70.24,0.1785,4.78,221.43
2025-01-01 00:04:06,1491.87,69.64,0.184,4.86,219.2
2025-01-01 00:04:07,1499.04,71.18,0.2213,4.97,221.52
2025-01-01 00:04:08,1511.27,70.61,0.2043,5.1,223.54
2025-01-01 00:04:09,1507.63,71.97,0.231,5.08,217.82
2025-01-01 00:04:10,1493.45,70.15,0.1791,4.94,221.73
2025-01-01 00:04:11,1497.04,70.73,0.1855,4.95,222.05
2025-01-01 00:04:12,1504.04,70.49,0.2467,5.13,218.25
2025-01-01 00:04:13,1512.93,69.59,0.2123,5.0,222.15
2025-01-01 00:04:14,1493.36,70.66,0.2232,5.08,219.58
2025-01-01 00:04:15,1510.43,69.49,0.2357,5.04,217.2
2025-01-01 00:04:16,1505.67,70.38,0.2057,4.93,219.52
2025-01-01 00:04:17,1490.88,71.9,0.1903,4.93,222.29
2025-01-01 00:04:18,1507.11,70.93,0.2432,4.97,217.91
2025-01-01 00:04:19,1509.19,71.0,0.2064,4.87,222.48
2025-01-01 00:04:20,1507.05,68.83,0.2286,4.86,219.03
2025-01-01 00:04:21,1493.47,69.57,0.1964,4.94,221.45
2025-01-01 00:04:22,1504.82,70.84,0.2349,4.96,220.16
2025-01-01 00:04:23,1506.78,71.92,0.2311,5.14,222.04
2025-01-01 00:04:24,1510.94,68.43,0.2308,5.02,220.11
2025-01-01 00:04:25,1498.28,69.79,0.2216,5.08,217.0
2025-01-01 00:04:26,1504.25,69.65,0.1943,5.04,219.34
2025-01-01 00:04:27,1497.24,69.44,0.219,5.0,217.82
2025-01-01 00:04:28,1495.79,70.03,0.2215,4.9,220.98
2025-01-01 00:04:29,1495.94,72.94,0.1946,4.92,220.39
2025-01-01 00:04:30,1495.32,71.04,0.2495,4.96,220.35
2025-01-01 00:04:31,1498.41,70.22,0.2422,5.09,218.19
2025-01-01 00:04:32,1514.93,71.38,0.2233,4.93,220.13
2025-01-01 00:04:33,1496.21,70.69,0.2073,4.78,221.85
2025-01-01 00:04:34,1504.11,71.3,0.211,5.02,222.23
2025-01-01 00:04:35,1505.69,70.51,0.278,4.98,220.34
2025-01-01 00:04:36,1516.47,69.42,0.193,4.86,221.07
2025-01-01 00:04:37,1507.61,70.96,0.1868,5.1,222.39
2025-01-01 00:04:38,1501.84,70.25,0.2274,5.04,221.28
2025-01-01 00:04:39,1493.94,70.05,0.1897,5.06,221.06
2025-01-01 00:04:40,1501.85,70.52,0.1829,5.09,219.07
2025-01-01 00:04:41,1503.68,71.34,0.1989,5.12,220.25
2025-01-01 00:04:42,1502.88,70.78,0.1892,5.06,220.12
2025-01-01 00:04:43,1510.95,70.01,0.2069,5.04,219.88
2025-01-01 00:04:44,1493.28,70.03,0.2396,4.99,218.26
2025-01-01 00:04:45,1508.41,68.37,0.1718,5.0,220.36
2025-01-01 00:04:46,1504.46,69.34,0.2113,4.86,220.44
2025-01-01 00:04:47,1489.78,70.08,0.2196,4.82,218.95
2025-01-01 00:04:48,1509.02,71.78,0.1843,5.03,217.53
2025-01-01 00:04:49,1491.96,71.83,0.2278,4.92,220.44
2025-01-01 00:04:50,1507.86,70.41,0.2594,5.06,214.01
2025-01-01 00:04:51,1500.42,69.5,0.2105,5.0,218.7
2025-01-01 00:04:52,1494.07,71.6,0.2265,4.93,221.36
2025-01-01 00:04:53,1508.16,71.5,0.1935,5.08,218.78
2025-01-01 00:04:54,1512.01,70.04,0.1693,5.0,216.43
2025-01-01 00:04:55,1501.04,70.18,0.2067,4.85,217.77
2025-01-01 00:04:56,1496.03,69.99,0.2406,5.07,219.06
2025-01-01 00:04:57,1512.99,68.87,0.2286,4.98,220.47
2025-01-01 00:04:58,1507.91,69.56,0.2309,5.0,224.82
2025-01-01 00:04:59,1500.38,71.51,0.2279,4.88,222.72
2025-01-01 00:05:00,1494.34,68.01,0.2321,5.11,220.1
2025-01-01 00:05:01,1500.74,71.82,0.2293,4.93,221.46
2025-01-01 00:05:02,1492.9,69.68,0.1941,4.78,217.65
2025-01-01 00:05:03,1512.63,69.14,0.2041,4.88,221.73
2025-01-01 00:05:04,1502.87,70.73,0.2131,4.88,218.05
2025-01-01 00:05:05,1509.57,70.19,0.2307,4.68,222.22
2025-01-01 00:05:06,1498.93,72.42,0.2051,5.0,221.32
2025-01-01 00:05:07,1495.88,71.12,0.2024,5.13,221.59
2025-01-01 00:05:08,1506.86,69.52,0.2112,5.03,215.93
2025-01-01 00:05:09,1498.49,71.19,0.1901,5.13,218.74
2025-01-01 00:05:10,1505.5,69.1,0.2252,5.05,222.27
2025-01-01 00:05:11,1513.76,71.5,0.2197,4.88,222.65
2025-01-01 00:05:12,1492.5,69.81,0.2303,5.04,223.19
2025-01-01 00:05:13,1502.91,68.56,0.2101,5.02,219.3
2025-01-01 00:05:14,1514.25,70.0,0.187,5.05,217.7
2025-01-01 00:05:15,1516.56,70.52,0.1877,5.11,224.74
2025-01-01 00:05:16,1486.94,71.16,0.2255,5.02,220.69
2025-01-01 00:05:17,1506.92,69.56,0.2441,4.87,223.92
2025-01-01 00:05:18,1515.21,69.07,0.2158,5.14,219.02
2025-01-01 00:05:19,1501.7,69.85,0.2393,4.94,219.98
2025-01-01 00:05:20,1507.33,70.05,0.1987,4.87,216.96
2025-01-01 00:05:21,1493.58,68.54,0.2015,5.03,220.11
2025-01-01 00:05:22,1496.42,69.24,0.1962,4.86,217.53
2025-01-01 00:05:23,1508.75,68.85,0.2165,4.94,224.86
2025-01-01 00:05:24,1488.67,70.45,0.2095,4.92,220.63
2025-01-01 00:05:25,1504.3,69.19,0.2248,5.04,222.62
2025-01-01 00:05:26,1498.19,71.73,0.2124,4.8,221.05
2025-01-01 00:05:27,1502.42,69.38,0.235,4.95,222.03
2025-01-01 00:05:28,1502.42,71.01,0.23,5.05,217.94
2025-01-01 00:05:29,1510.45,70.28,0.2565,5.05,221.5
2025-01-01 00:05:30,1496.99,69.86,0.2184,4.88,217.66
2025-01-01 00:05:31,1502.25,70.19,0.2206,5.11,219.2
2025-01-01 00:05:32,1508.57,70.12,0.2127,5.03,215.86
2025-01-01 00:05:33,1503.66,69.63,0.1981,4.81,219.11
2025-01-01 00:05:34,1488.12,71.14,0.2119,4.83,218.65
2025-01-01 00:05:35,1509.19,69.67,0.2111,4.96,219.74
2025-01-01 00:05:36,1489.56,70.22,0.2056,5.3,219.57
2025-01-01 00:05:37,1499.53,71.26,0.2137,5.03,218.25
2025-01-01 00:05:38,1515.62,69.64,0.2244,5.11,219.39
2025-01-01 00:05:39,1503.19,70.86,0.2306,4.89,220.36
2025-01-01 00:05:40,1495.64,69.53,0.204,5.12,223.19
2025-01-01 00:05:41,1524.05,70.22,0.2002,4.9,223.21
2025-01-01 00:05:42,1490.91,69.96,0.2058,5.17,217.97
2025-01-01 00:05:43,1512.04,71.59,0.2138,5.05,216.92
2025-01-01 00:05:44,1502.53,70.06,0.1656,5.04,220.71
2025-01-01 00:05:45,1489.7,68.86,0.2023,4.95,219.39
2025-01-01 00:05:46,1495.59,69.27,0.2234,4.95,219.79
2025-01-01 00:05:47,1501.43,70.73,0.2143,5.09,220.21
2025-01-01 00:05:48,1510.39,71.53,0.1882,5.09,223.57
2025-01-01 00:05:49,1495.5,70.25,0.2103,5.04,221.04
2025-01-01 00:05:50,1497.94,71.59,0.2004,4.99,222.05
2025-01-01 00:05:51,1518.93,69.77,0.2332,5.02,216.84
2025-01-01 00:05:52,1495.67,69.08,0.2075,4.96,220.06
2025-01-01 00:05:53,1513.54,70.7,0.2707,4.98,221.58
2025-01-01 00:05:54,1506.64,71.79,0.2101,5.08,223.26
2025-01-01 00:05:55,1497.57,70.21,0.2278,4.96,218.25
2025-01-01 00:05:56,1518.01,70.06,0.2525,4.95,219.59
2025-01-01 00:05:57,1509.73,70.08,0.1999,4.93,220.55
2025-01-01 00:05:58,1498.04,70.37,0.1728,4.94,219.64
2025-01-01 00:05:59,1499.28,69.29,0.2003,5.01,222.97
2025-01-01 00:06:00,1492.2,70.01,0.2375,5.03,219.81
2025-01-01 00:06:01,1499.79,70.3,0.216,4.78,218.57
2025-01-01 00:06:02,1487.81,71.58,0.2346,4.92,221.61
2025-01-01 00:06:03,1523.0,69.67,0.2441,5.04,219.53
2025-01-01 00:06:04,1494.58,69.74,0.2103,4.77,221.06
2025-01-01 00:06:05,1500.86,70.75,0.2099,5.3,216.69
2025-01-01 00:06:06,1495.98,71.0,0.2655,4.9,223.66
2025-01-01 00:06:07,1496.11,71.59,0.2199,5.22,223.56
2025-01-01 00:06:08,1498.28,73.23,0.1959,4.97,223.62
2025-01-01 00:06:09,1497.59,69.65,0.2211,5.05,220.77
2025-01-01 00:06:10,1497.51,70.49,0.2312,5.15,220.66
2025-01-01 00:06:11,1493.46,70.33,0.2061,5.13,216.65
2025-01-01 00:06:12,1507.98,69.23,0.244,5.08,220.44
2025-01-01 00:06:13,1507.55,69.96,0.2322,5.0,221.46
2025-01-01 00:06:14,1503.99,67.82,0.2084,5.15,222.91
2025-01-01 00:06:15,1504.36,70.17,0.212,5.06,221.16
2025-01-01 00:06:16,1495.7,70.96,0.2435,4.9,219.63
2025-01-01 00:06:17,1507.25,71.02,0.2104,4.95,219.07
2025-01-01 00:06:18,1506.64,70.73,0.2185,4.86,217.82
2025-01-01 00:06:19,1508.66,69.08,0.2235,4.96,218.8
2025-01-01 00:06:20,1503.79,71.98,0.2248,4.97,217.05
2025-01-01 00:06:21,1507.68,71.44,0.2312,5.12,220.95
2025-01-01 00:06:22,1493.17,70.26,0.2296,5.07,219.01
2025-01-01 00:06:23,1503.09,70.67,0.2446,5.1,221.29
2025-01-01 00:06:24,1506.78,69.28,0.1972,4.99,222.08
2025-01-01 00:06:25,1506.78,70.87,0.1892,4.85,222.24
2025-01-01 00:06:26,1503.35,69.0,0.2369,5.03,225.9
2025-01-01 00:06:27,1513.64,70.66,0.2163,5.02,219.79
2025-01-01 00:06:28,1492.14,71.24,0.2249,4.72,218.73
2025-01-01 00:06:29,1497.03,71.29,0.2186,5.15,216.82
2025-01-01 00:06:30,1495.06,71.38,0.2064,4.89,218.95
2025-01-01 00:06:31,1497.6,70.85,0.2419,4.84,219.42
2025-01-01 00:06:32,1503.8,70.4,0.2363,5.01,218.84
2025-01-01 00:06:33,1494.8,68.49,0.2122,5.0,221.84
2025-01-01 00:06:34,1500.68,72.64,0.2182,4.95,220.76
2025-01-01 00:06:35,1495.95,70.52,0.1785,5.07,220.13
2025-01-01 00:06:36,1505.41,70.47,0.1943,4.91,223.13
2025-01-01 00:06:37,1507.69,69.72,0.2283,5.04,223.91
2025-01-01 00:06:38,1512.62,70.73,0.2109,5.18,219.8
