timestamp,rpm,temperature,vibration,oil_pressure,voltage,rpm_rolling_mean,rpm_rolling_std,temperature_rolling_mean,temperature_rolling_std,vibration_rolling_mean,vibration_rolling_std,oil_pressure_rolling_mean,oil_pressure_rolling_std,voltage_rolling_mean,voltage_rolling_std,temperature_roc,vibration_roc,temperature_cumulative_drift
2025-01-01 00:00:23,-0.229931,-1.682686,-1.614275,-0.305919,-0.362688,0.059852,-0.124873,-1.582101,-0.295711,-1.717489,-0.103819,0.037283,-0.082001,0.158992,-1.440213,-0.017498,-0.055097,-1.094391
2025-01-01 00:00:24,0.067311,-1.842262,-1.691888,-0.958059,0.855492,0.060474,-0.138014,-1.594609,-0.240307,-1.716533,-0.128963,-0.051437,-0.062451,0.344664,-1.422279,-0.017498,-0.055097,-1.094391
2025-01-01 00:00:25,0.043158,-1.148794,-1.687463,1.161396,-1.278759,0.060008,-0.150405,-1.578665,-0.13687,-1.71548,-0.151439,0.052145,-0.015079,0.055623,-1.235246,-0.017498,-0.055097,-1.09435
2025-01-01 00:00:26,0.011276,-1.53493,-1.587723,-1.365647,0.957819,0.058253,-0.161719,-1.578642,-0.163528,-1.710798,-0.080997,-0.064901,0.060263,0.252628,-1.195409,-0.017498,-0.055097,-1.09435
2025-01-01 00:00:27,0.195482,-1.29458,-1.657847,0.101669,-0.513742,0.063994,-0.168203,-1.569773,-0.146642,-1.708964,-0.092112,-0.054351,0.017151,0.140771,-1.240428,-0.017498,-0.055097,-1.094325
2025-01-01 00:00:28,-0.278236,-1.558571,-1.719121,1.650502,-0.601451,0.051039,-0.154594,-1.570898,-0.170572,-1.709376,-0.116356,0.07699,0.134032,0.019664,-1.271673,-0.017498,-0.055097,-1.094325
2025-01-01 00:00:29,0.126244,-1.907275,-1.733078,0.264704,0.797019,0.054052,-0.163713,-1.583928,-0.097857,-1.710227,-0.136572,0.094472,0.09451,0.168102,-1.269333,-0.017498,-0.055097,-1.094325
2025-01-01 00:00:30,0.417044,-1.605853,-1.781756,0.427739,0.494911,0.06738,-0.146537,-1.586096,-0.118977,-1.7126,-0.130425,0.122793,0.062038,0.252301,-1.320354,-0.017498,-0.055097,-1.094325
2025-01-01 00:00:31,0.171007,-1.735878,-1.628572,0.101669,0.675201,0.071261,-0.154113,-1.592317,-0.118561,-1.71002,-0.117517,0.126158,0.02357,0.362839,-1.345725,-0.017498,-0.055097,-1.094325
2025-01-01 00:00:32,0.372603,-1.477798,-1.686101,1.813537,0.231784,0.081751,-0.145841,-1.5901,-0.137558,-1.709347,-0.136642,0.247351,0.140619,0.391309,-1.415386,-0.017498,-0.055097,-1.094319
2025-01-01 00:00:33,-0.031555,-1.574332,-1.604403,0.101669,0.499783,0.078307,-0.153224,-1.59094,-0.158219,-1.706301,-0.105545,0.246855,0.103159,0.462318,-1.462671,-0.017498,-0.055097,-1.094319
2025-01-01 00:00:34,0.353281,-1.698447,-1.822605,0.264704,0.217166,0.087377,-0.148065,-1.595386,-0.165065,-1.709686,-0.061904,0.256986,0.068455,0.483976,-1.527731,-0.017498,-0.055097,-1.094319
2025-01-01 00:00:35,-0.111098,-1.424605,-1.663634,-0.795024,0.499783,0.081493,-0.150755,-1.591746,-0.175339,-1.708451,-0.07377,0.199576,0.072027,0.548465,-1.571898,-0.017498,-0.055097,-1.094308
2025-01-01 00:00:36,-0.004826,-1.887574,-1.673846,0.020151,-0.733015,0.079145,-0.158273,-1.601199,-0.130683,-1.70756,-0.088911,0.195399,0.038765,0.42258,-1.554237,-0.017498,-0.055097,-1.094308
2025-01-01 00:00:37,0.180668,-1.499468,-1.743971,0.346221,0.982183,0.082388,-0.164474,-1.599627,-0.147867,-1.708568,-0.101785,0.210965,0.009625,0.556497,-1.522667,-0.017498,-0.055097,-1.094306
2025-01-01 00:00:38,-0.137184,-1.521139,-1.704143,1.895054,-1.819631,0.076335,-0.165188,-1.598709,-0.165494,-1.708499,-0.120208,0.316094,0.11707,0.280582,-1.19519,-0.017498,-0.055097,-1.094305
2025-01-01 00:00:39,0.225753,-1.657075,-1.711291,1.568984,-0.016725,0.08075,-0.168949,-1.60134,-0.177673,-1.708613,-0.137879,0.397419,0.167884,0.271279,-1.256913,-0.017498,-0.055097,-1.094305
2025-01-01 00:00:40,0.624115,-1.682686,-1.680314,-0.387436,-0.679415,0.095833,-0.130529,-1.604486,-0.186691,-1.707964,-0.152082,0.366204,0.148884,0.171769,-1.264873,-0.017498,-0.055097,-1.094305
2025-01-01 00:00:41,0.063446,-1.651165,-1.690186,-1.691717,1.942108,0.095244,-0.138208,-1.606709,-0.199059,-1.707581,-0.167562,0.265818,0.247487,0.427101,-0.982547,-0.017498,-0.055097,-1.094305
2025-01-01 00:00:42,0.004513,-1.251238,-1.772225,0.264704,3.077452,0.093147,-0.144766,-1.599242,-0.167788,-1.70913,-0.16592,0.273623,0.217451,0.818655,-0.294794,-0.017498,-0.055097,-1.094275
2025-01-01 00:00:43,-0.17615,-1.889544,-1.740907,0.427739,0.670329,0.086545,-0.14264,-1.607067,-0.131905,-1.709895,-0.177126,0.289505,0.191052,0.885553,-0.340435,-0.017498,-0.055097,-1.094275
2025-01-01 00:00:44,0.380654,-1.645254,-1.812393,-0.305919,1.201455,0.094098,-0.137276,-1.608949,-0.144852,-1.71222,-0.150849,0.267585,0.16888,1.015681,-0.323216,-0.017498,-0.055097,-1.094275
2025-01-01 00:00:45,0.168431,-1.980168,-1.705845,1.161396,2.063926,0.096155,-0.143329,-1.618252,-0.085522,-1.71212,-0.165864,0.319196,0.178697,1.245318,-0.130326,-0.017498,-0.055097,-1.094275
2025-01-01 00:00:46,0.19355,-1.53296,-1.787543,-0.631989,0.036875,0.098722,-0.148593,-1.617354,-0.100621,-1.713768,-0.158748,0.281791,0.171507,1.223271,-0.192179,-0.017498,-0.055097,-1.094275
2025-01-01 00:00:47,0.178736,-1.479768,-1.73546,-0.958059,-0.767124,0.100837,-0.154116,-1.61535,-0.112332,-1.714258,-0.171155,0.230489,0.183608,1.108191,-0.187594,-0.017498,-0.055097,-1.09427
2025-01-01 00:00:48,-0.248609,-1.467947,-1.86005,-0.224401,0.431565,0.093095,-0.14601,-1.61318,-0.122861,-1.71728,-0.110097,0.215348,0.160701,1.135022,-0.244887,-0.017498,-0.055097,-1.094264
2025-01-01 00:00:49,0.441841,-1.580242,-1.634359,-0.305919,-0.733015,0.101133,-0.136622,-1.613411,-0.137284,-1.715652,-0.102688,0.197103,0.140269,1.030137,-0.245692,-0.017498,-0.055097,-1.094264
2025-01-01 00:00:50,-0.123658,-1.29261,-1.634699,0.427739,3.238252,0.098413,-0.132089,-1.606345,-0.108794,-1.713971,-0.082446,0.189684,0.135722,1.408404,0.336521,0.75395,0.487702,-1.094239
2025-01-01 00:00:51,0.04187,-1.471887,-1.681335,-0.142884,2.24909,0.107209,-0.156191,-1.605005,-0.105784,-1.713015,-0.080391,0.189684,0.135722,1.648921,0.571846,0.128811,0.253813,-1.094233
2025-01-01 00:00:52,0.438621,-1.869843,-1.729333,0.346221,0.758037,0.1149,-0.141711,-1.615279,-0.084014,-1.714286,-0.086314,0.200813,0.13794,1.815643,0.519669,-1.139201,-0.465506,-1.094233
2025-01-01 00:00:53,-0.296592,-2.0373,-1.831796,-0.061366,-0.109307,0.113313,-0.135353,-1.625269,-0.001912,-1.718515,-0.069964,0.197103,0.138521,1.815643,0.519669,-1.108165,-1.420921,-1.094233
2025-01-01 00:00:54,0.140091,-1.745728,-1.78516,-1.610199,0.31462,0.112577,-0.135803,-1.622345,-0.027468,-1.719594,-0.055641,0.104364,0.225228,1.75606,0.502923,0.301722,-0.403724,-1.094233
2025-01-01 00:00:55,0.146854,-1.397024,-1.647635,-0.142884,1.308655,0.116445,-0.137576,-1.619665,-0.016105,-1.718678,-0.041878,0.067269,0.213452,2.025548,0.43631,0.27512,0.240574,-1.094219
2025-01-01 00:00:56,0.016751,-1.724058,-1.736822,-0.468954,-2.116867,0.112721,-0.137476,-1.616051,-0.048169,-1.715638,-0.139339,0.067269,0.213452,1.888891,0.705799,0.377093,0.926796,-1.094219
2025-01-01 00:00:57,0.09243,-1.54281,-1.725929,-0.550472,0.353602,0.108912,-0.14078,-1.617553,-0.051916,-1.714299,-0.160574,0.011626,0.210074,2.038667,0.601487,-0.181541,0.377377,-1.094219
2025-01-01 00:00:58,0.494655,-1.586152,-1.735801,-0.468954,-0.075198,0.119655,-0.122846,-1.616051,-0.054757,-1.714982,-0.159173,-0.040308,0.202207,1.961046,0.608491,0.146546,-0.275747,-1.094219
2025-01-01 00:00:59,-0.273084,-1.617673,-1.696654,1.487466,0.913965,0.110679,-0.106089,-1.619056,-0.057998,-1.715379,-0.162831,0.048721,0.265096,2.142527,0.5584,-0.345585,-0.183074,-1.094219
2025-01-01 00:01:00,0.319467,-1.731938,-1.655124,-0.876542,0.295129,0.119706,-0.104649,-1.623807,-0.050875,-1.713951,-0.151872,-0.077404,0.174082,2.266065,0.472638,-0.53623,0.406062,-1.094219
2025-01-01 00:01:01,0.161024,-1.743758,-1.564575,0.509256,-1.863485,0.128805,-0.11939,-1.629899,-0.047729,-1.712994,-0.111829,-0.073694,0.176732,1.966512,0.758805,-0.682539,0.253813,-1.094219
2025-01-01 00:01:02,0.196126,-1.672835,-1.700398,0.427739,0.373093,0.124107,-0.128922,-1.631036,-0.045186,-1.710877,-0.142646,-0.036599,0.179056,1.904743,0.739391,-0.141639,0.628918,-1.094219
2025-01-01 00:01:03,-0.471459,-1.820591,-1.647635,1.079879,1.849527,0.121012,-0.111926,-1.635706,-0.024502,-1.709995,-0.130909,0.022754,0.21515,2.033748,0.861813,-0.527363,0.229542,-1.094219
2025-01-01 00:01:04,0.518808,-1.995928,-1.647635,-1.528682,1.566909,0.128408,-0.093197,-1.65329,-0.044182,-1.709619,-0.124415,-0.02547,0.281861,2.271531,0.891703,-1.93725,0.066261,-1.094219
2025-01-01 00:01:05,0.119803,-1.816651,-1.563213,0.509256,-1.848867,0.13501,-0.103138,-1.661615,-0.043327,-1.70593,-0.062359,0.000497,0.289986,1.982911,1.161955,-0.926388,1.136413,-1.094219
2025-01-01 00:01:06,0.13043,-1.735878,-1.692229,-0.387436,1.333018,0.141223,-0.111732,-1.663239,-0.038478,-1.703095,-0.11855,0.022754,0.270565,2.19555,1.164696,-0.194842,0.860601,-1.094219
2025-01-01 00:01:07,-0.311406,-1.52902,-1.576149,-0.631989,0.197675,0.130948,-0.089939,-1.66665,-0.060711,-1.700424,-0.067946,-0.018051,0.280918,2.199923,1.163786,-0.389921,0.807645,-1.094219
2025-01-01 00:01:08,0.107565,-1.727998,-1.655124,0.101669,-0.927923,0.126193,-0.094779,-1.672945,-0.072378,-1.699741,-0.062142,0.022754,0.261409,1.99767,1.242377,-0.704707,0.165553,-1.094219
2025-01-01 00:01:09,0.509791,-1.434456,-1.710611,-0.468954,-0.771996,0.134505,-0.077158,-1.674529,-0.086485,-1.699761,-0.062062,-0.073694,0.180175,1.951207,1.283386,-0.190409,-0.061716,-1.094209
2025-01-01 00:01:10,0.373247,-1.619643,-1.667719,-0.142884,0.592365,0.132759,-0.082326,-1.675422,-0.087555,-1.698258,-0.065896,-0.040308,0.157041,2.034841,1.27251,-0.115037,0.430333,-1.094209
2025-01-01 00:01:11,0.026412,-1.440366,-1.711291,0.672291,0.645965,0.124216,-0.091252,-1.675463,-0.087853,-1.699276,-0.06957,0.078398,0.045443,2.030468,1.271234,-0.021932,-0.383866,-1.0942
2025-01-01 00:01:12,0.026734,-1.759519,-1.762693,-0.550472,-0.966905,0.12068,-0.091119,-1.676559,-0.083497,-1.699536,-0.064637,0.052431,0.056885,1.734195,1.265983,-0.137205,-0.138944,-1.0942
2025-01-01 00:01:13,0.279856,-1.599943,-1.591467,1.895054,0.017384,0.132102,-0.101504,-1.674853,-0.084261,-1.699078,-0.050657,0.152589,0.166518,1.776832,1.246041,0.168714,0.092739,-1.0942
2025-01-01 00:01:14,-0.341678,-1.664955,-1.703462,-1.202612,-0.250615,0.122938,-0.077928,-1.671199,-0.102202,-1.69931,-0.050642,0.14146,0.184678,1.652747,1.246385,0.381527,-0.130118,-1.0942
2025-01-01 00:01:15,0.131396,-1.680716,-1.750438,-0.631989,1.732581,0.124916,-0.078393,-1.682163,-0.197725,-1.700574,-0.042255,0.05985,0.159049,1.990564,1.214542,-1.214572,-0.4633,-1.0942
2025-01-01 00:01:16,0.016751,-1.753609,-1.723546,0.835326,-0.674542,0.125038,-0.078513,-1.686671,-0.196571,-1.7033,-0.081546,0.160008,0.113568,1.807443,1.249342,-0.509628,-0.935491,-1.0942
2025-01-01 00:01:17,0.182278,-1.446276,-1.646954,1.161396,-0.542979,0.124742,-0.078744,-1.689798,-0.232461,-1.703081,-0.078035,0.208232,0.152015,1.804163,1.252031,-0.358886,0.015511,-1.094191
2025-01-01 00:01:18,0.350382,-1.745728,-1.724567,0.998361,0.792147,0.138827,-0.090432,-1.693656,-0.231318,-1.703191,-0.077305,0.178555,0.098578,1.960499,1.215781,-0.438691,-0.090401,-1.094191
2025-01-01 00:01:19,0.05926,-1.824532,-1.659209,-0.468954,-0.908433,0.137326,-0.089962,-1.69195,-0.247456,-1.701708,-0.075091,0.145169,0.107078,1.769179,1.287335,0.168714,0.423714,-1.094191
2025-01-01 00:01:20,-0.107878,-1.54084,-1.841668,0.346221,0.163566,0.125565,-0.094469,-1.69061,-0.243312,-1.702911,-0.032117,0.14146,0.10532,1.732008,1.286709,0.128811,-0.443441,-1.094191
2025-01-01 00:01:21,-0.091132,-1.385204,-1.655464,-0.468954,-0.659924,0.119692,-0.090268,-1.683381,-0.218525,-1.70345,-0.042318,0.115493,0.114451,1.582232,1.327914,0.771684,-0.22941,-1.094176
2025-01-01 00:01:22,0.238635,-1.887574,-1.719802,-0.468954,0.061239,0.11669,-0.096458,-1.691828,-0.203756,-1.704127,-0.042123,0.011626,0.014841,1.5631,1.330351,-0.939688,-0.27354,-1.094176
2025-01-01 00:01:23,0.114328,-1.582212,-1.619721,0.183186,-0.313961,0.119958,-0.098634,-1.691991,-0.204214,-1.704434,-0.051026,0.015335,0.015609,1.471813,1.345774,-0.035232,-0.154389,-1.094176
2025-01-01 00:01:24,-0.251829,-1.446276,-1.66057,1.242914,-0.733015,0.106401,-0.091589,-1.686793,-0.188898,-1.701182,-0.093945,0.05985,0.064949,1.36522,1.397409,0.550004,0.995197,-1.094167
2025-01-01 00:01:25,0.067311,-1.599943,-1.702441,0.020151,-1.678322,0.110398,-0.096481,-1.690407,-0.208525,-1.701961,-0.098278,0.096945,0.041514,1.120877,1.582442,-0.412089,-0.306638,-1.094167
2025-01-01 00:01:26,0.273415,-1.460067,-1.619381,1.813537,-0.318833,0.116632,-0.094357,-1.681595,-0.221251,-1.700868,-0.079169,0.178555,0.14435,1.16734,1.551088,0.944595,0.297943,-1.09416
2025-01-01 00:01:27,0.051853,-1.586152,-1.563894,-1.365647,0.465674,0.113746,-0.094757,-1.683381,-0.228367,-1.697254,-0.02871,0.100655,0.207761,1.109398,1.523035,-0.212577,1.112142,-1.09416
2025-01-01 00:01:28,-0.317525,-2.096403,-1.833498,-1.121094,1.035782,0.109705,-0.081245,-1.695239,-0.146816,-1.69985,0.029279,-0.036599,0.13479,1.429722,1.336646,-1.312111,-0.893567,-1.09416
2025-01-01 00:01:29,-0.16198,-1.633434,-1.774948,0.509256,-1.078978,0.101018,-0.075798,-1.694752,-0.146754,-1.701127,0.046442,-0.084823,0.059274,1.310557,1.426069,0.035705,-0.467713,-1.09416
2025-01-01 00:01:30,0.401586,-1.78316,-1.747715,0.101669,0.017384,0.096032,-0.097415,-1.696823,-0.139788,-1.70248,0.052112,-0.062565,0.055588,1.388725,1.383879,-0.243612,-0.491984,-1.09416
2025-01-01 00:01:31,0.429604,-1.564481,-1.777671,-0.468954,-0.567342,0.104236,-0.08418,-1.695036,-0.136821,-1.704236,0.069047,-0.006922,-0.034691,1.107211,1.258726,0.177581,-0.622168,-1.09416
2025-01-01 00:01:32,0.249584,-1.511289,-1.703462,0.753809,-0.523488,0.109727,-0.082421,-1.700397,-0.195865,-1.702856,0.054211,0.015335,-0.017241,0.703252,0.810775,-0.602734,0.390616,-1.094158
2025-01-01 00:01:33,0.028022,-1.550691,-1.591127,-0.061366,-0.34807,0.114302,-0.090543,-1.693412,-0.216372,-1.69985,0.084205,-0.006922,-0.023454,0.589007,0.805342,0.745083,0.915763,-1.094158
2025-01-01 00:01:34,-0.2061,-1.452187,-1.73512,0.264704,-1.858613,0.101155,-0.089346,-1.689432,-0.200253,-1.698299,0.048965,0.019045,-0.024403,0.245724,0.945781,0.416996,0.445779,-1.09415
2025-01-01 00:01:35,0.332348,-1.850143,-1.747715,0.916844,-1.307995,0.104828,-0.08341,-1.686752,-0.231274,-1.699139,0.056473,0.007916,-0.042231,-0.132544,0.804205,0.27512,-0.326496,-1.09415
2025-01-01 00:01:36,0.04348,-1.572361,-1.762693,1.079879,1.454836,0.101465,-0.084314,-1.687564,-0.234343,-1.698641,0.044794,0.085817,-0.017739,0.026526,0.92654,-0.10617,0.105978,-1.09415
2025-01-01 00:01:37,-0.443764,-1.871813,-1.639465,-1.039577,-0.387052,0.087518,-0.054207,-1.695646,-0.223746,-1.696714,0.049722,0.082107,-0.011824,0.069163,0.901322,-0.899786,0.567136,-1.09415
2025-01-01 00:01:38,0.097904,-1.450217,-1.709589,0.101669,-0.762251,0.095282,-0.066182,-1.69528,-0.220796,-1.693694,-0.035463,0.096945,-0.014131,-0.064762,0.923705,0.022405,0.920176,-1.094142
2025-01-01 00:01:39,0.397722,-1.684656,-1.671123,-0.387436,0.095348,0.094293,-0.069473,-1.697432,-0.222377,-1.694432,-0.044778,0.093236,-0.011912,0.028165,0.894083,-0.252479,-0.293399,-1.094142
2025-01-01 00:01:40,0.021903,-1.617673,-1.763034,0.672291,1.372,0.097554,-0.07392,-1.704133,-0.280312,-1.697008,-0.040784,0.104364,-0.003268,-0.181193,0.383436,-0.749043,-0.886948,-1.094142
2025-01-01 00:01:41,0.128176,-1.442336,-1.636742,0.753809,0.290256,0.099488,-0.073976,-1.703524,-0.274911,-1.696113,-0.030601,0.145169,0.012321,-0.400938,0.057824,0.049006,0.233955,-1.094133
2025-01-01 00:01:42,0.120447,-1.414755,-1.688824,-0.795024,0.017384,0.092359,-0.087967,-1.694143,-0.270835,-1.6953,-0.03449,0.093236,0.034124,-0.484026,0.013026,1.006666,0.207477,-1.094121
2025-01-01 00:01:43,-0.420577,-1.586152,-1.665336,0.998361,0.139202,0.089581,-0.075588,-1.684843,-0.342011,-1.691959,-0.095821,0.14146,0.064228,-0.456148,0.016229,0.997798,1.023882,-1.094121
2025-01-01 00:01:44,0.305619,-1.586152,-1.763034,-1.121094,-0.952287,0.09329,-0.070347,-1.681554,-0.346472,-1.691515,-0.108232,0.163717,0.016252,-0.598271,0.05306,0.341624,0.088326,-1.094121
2025-01-01 00:01:45,-0.285321,-1.460067,-1.707207,0.509256,0.066111,0.083607,-0.056184,-1.682854,-0.359174,-1.692711,-0.113429,0.193394,0.020951,-0.737662,-0.077802,-0.159373,-0.441235,-1.094114
2025-01-01 00:01:46,0.33589,-1.377324,-1.736822,-0.224401,-0.52836,0.090757,-0.049333,-1.675706,-0.331571,-1.692711,-0.113429,0.204522,0.013609,-0.559461,-0.336188,0.762817,-0.055097,-1.094098
2025-01-01 00:01:47,-0.350373,-1.452187,-1.611892,0.020151,-0.489379,0.080836,-0.02985,-1.673838,-0.320266,-1.690422,-0.097442,0.230489,-0.000695,-0.654028,-0.340917,0.186448,0.684081,-1.09409
2025-01-01 00:01:48,0.34845,-2.047151,-1.680655,0.101669,-0.562469,0.07756,-0.040767,-1.683341,-0.242404,-1.689315,-0.104815,0.256456,-0.012284,-0.708691,-0.327695,-1.054962,0.302356,-1.09409
2025-01-01 00:01:49,0.426383,-1.393084,-1.71027,-0.061366,-0.387052,0.093232,-0.040703,-1.678711,-0.21677,-1.689588,-0.103387,0.185975,-0.079937,-0.854641,-0.400339,0.487933,-0.143357,-1.094076
2025-01-01 00:01:50,-0.063759,-1.842262,-1.598276,0.835326,0.772656,0.084646,-0.044696,-1.680985,-0.202075,-1.688448,-0.080548,0.263875,-0.094757,-0.801071,-0.355141,-0.26578,0.313389,-1.094076
2025-01-01 00:01:51,-0.213507,-1.174405,-1.557086,0.183186,-0.888942,0.076254,-0.036822,-1.669249,-0.12088,-1.688297,-0.074365,0.249037,-0.100273,-0.691745,-0.525091,1.263815,-0.006554,-1.094037
2025-01-01 00:01:52,-0.154574,-1.501439,-1.754183,0.020151,1.055273,0.068397,-0.033555,-1.665716,-0.116058,-1.689377,-0.0603,0.230489,-0.103776,-0.615217,-0.4449,0.368226,-0.403724,-1.094035
2025-01-01 00:01:53,-0.319135,-1.188196,-1.585,-0.958059,-1.385959,0.07181,-0.048514,-1.652681,-0.060966,-1.68812,-0.031847,0.13775,-0.100756,-0.978179,-0.617569,1.40569,0.350899,-1.093998
2025-01-01 00:01:54,-0.003538,-1.7871,-1.709589,-2.099304,-0.231125,0.060106,-0.071368,-1.648376,-0.108498,-1.689363,-0.035177,0.111784,-0.024519,-1.179885,-0.846454,0.452465,-0.45668,-1.093998
2025-01-01 00:01:55,0.534266,-1.802861,-1.70993,-1.202612,0.616729,0.069392,-0.046833,-1.648092,-0.110804,-1.692308,-0.085179,0.033883,0.020681,-0.903291,-1.009146,0.013537,-1.006099,-1.093998
2025-01-01 00:01:56,0.01192,-1.201987,-1.677251,-0.305919,0.52902,0.066737,-0.0471,-1.637086,-0.056244,-1.692007,-0.084614,0.037593,0.018639,-0.993484,-1.148993,1.18401,0.041989,-1.093963
2025-01-01 00:01:57,-0.060216,-1.848173,-1.670442,-0.142884,0.15382,0.072365,-0.060692,-1.643665,-0.033219,-1.693899,-0.127492,0.05985,0.004777,-0.998404,-1.151479,-0.735742,-0.666298,-1.093963
