timestamp,multivariate_distance,is_knn_anomaly
2025-01-01 00:02:45,0.4303,0
2025-01-01 00:02:46,0.4474,0
2025-01-01 00:02:47,0.863,1
2025-01-01 00:02:48,0.5606,0
2025-01-01 00:02:49,0.6611,0
2025-01-01 00:02:50,0.9657,1
2025-01-01 00:02:51,0.6602,0
2025-01-01 00:02:52,0.517,0
2025-01-01 00:02:53,0.3604,0
2025-01-01 00:02:54,0.537,0
2025-01-01 00:02:55,0.4678,0
2025-01-01 00:02:56,0.4183,0
2025-01-01 00:02:57,0.2662,0
2025-01-01 00:02:58,0.7318,0
2025-01-01 00:02:59,0.3032,0
2025-01-01 00:03:00,0.3407,0
2025-01-01 00:03:01,0.368,0
2025-01-01 00:03:02,0.714,0
2025-01-01 00:03:03,0.5808,0
2025-01-01 00:03:04,0.5983,0
2025-01-01 00:03:05,0.3593,0
2025-01-01 00:03:06,0.6601,0
2025-01-01 00:03:07,0.5031,0
2025-01-01 00:03:08,0.441,0
2025-01-01 00:03:09,0.5011,0
2025-01-01 00:03:10,0.6504,0
2025-01-01 00:03:11,0.4244,0
2025-01-01 00:03:12,0.5808,0
2025-01-01 00:03:13,0.4814,0
2025-01-01 00:03:14,0.5759,0
2025-01-01 00:03:15,0.3147,0
2025-01-01 00:03:16,0.4133,0
2025-01-01 00:03:17,0.4089,0
2025-01-01 00:03:18,0.3749,0
2025-01-01 00:03:19,0.6194,0
2025-01-01 00:03:20,0.3819,0
2025-01-01 00:03:21,0.3195,0
2025-01-01 00:03:22,0.4313,0
2025-01-01 00:03:23,0.536,0
2025-01-01 00:03:24,0.1958,0
2025-01-01 00:03:25,0.4109,0
2025-01-01 00:03:26,0.5042,0
2025-01-01 00:03:27,0.2758,0
2025-01-01 00:03:28,0.5856,0
2025-01-01 00:03:29,0.3297,0
2025-01-01 00:03:30,0.4511,0
2025-01-01 00:03:31,0.3761,0
2025-01-01 00:03:32,0.286,0
2025-01-01 00:03:33,1.2317,1
2025-01-01 00:03:34,0.3429,0
2025-01-01 00:03:35,0.5215,0
2025-01-01 00:03:36,0.3981,0
2025-01-01 00:03:37,0.3485,0
2025-01-01 00:03:38,0.336,0
2025-01-01 00:03:39,0.3766,0
2025-01-01 00:03:40,0.4061,0
2025-01-01 00:03:41,0.6484,0
2025-01-01 00:03:42,0.386,0
2025-01-01 00:03:43,0.3576,0
2025-01-01 00:03:44,0.5379,0
2025-01-01 00:03:45,0.4815,0
2025-01-01 00:03:46,0.3193,0
2025-01-01 00:03:47,0.3996,0
2025-01-01 00:03:48,0.4164,0
2025-01-01 00:03:49,0.3569,0
2025-01-01 00:03:50,0.3395,0
2025-01-01 00:03:51,0.3503,0
2025-01-01 00:03:52,0.4805,0
2025-01-01 00:03:53,0.4432,0
2025-01-01 00:03:54,0.4887,0
2025-01-01 00:03:55,0.4204,0
2025-01-01 00:03:56,0.4076,0
2025-01-01 00:03:57,0.5372,0
2025-01-01 00:03:58,0.3584,0
2025-01-01 00:03:59,0.4395,0
2025-01-01 00:04:00,0.3655,0
2025-01-01 00:04:01,0.3356,0
2025-01-01 00:04:02,0.2779,0
2025-01-01 00:04:03,0.5296,0
2025-01-01 00:04:04,0.4196,0
2025-01-01 00:04:05,0.6536,0
2025-01-01 00:04:06,0.578,0
2025-01-01 00:04:07,0.3776,0
2025-01-01 00:04:08,0.5176,0
2025-01-01 00:04:09,0.4408,0
2025-01-01 00:04:10,0.405,0
2025-01-01 00:04:11,0.3421,0
2025-01-01 00:04:12,0.4271,0
2025-01-01 00:04:13,0.4299,0
2025-01-01 00:04:14,0.4514,0
2025-01-01 00:04:15,0.4652,0
2025-01-01 00:04:16,0.3532,0
2025-01-01 00:04:17,0.3694,0
2025-01-01 00:04:18,0.4077,0
2025-01-01 00:04:19,0.3859,0
2025-01-01 00:04:20,0.3106,0
2025-01-01 00:04:21,0.4354,0
2025-01-01 00:04:22,0.3109,0
2025-01-01 00:04:23,0.5505,0
2025-01-01 00:04:24,0.4633,0
2025-01-01 00:04:25,0.3619,0
2025-01-01 00:04:26,0.3917,0
2025-01-01 00:04:27,0.4569,0
2025-01-01 00:04:28,0.5302,0
2025-01-01 00:04:29,0.5838,0
2025-01-01 00:04:30,0.4568,0
2025-01-01 00:04:31,0.3817,0
2025-01-01 00:04:32,0.3271,0
2025-01-01 00:04:33,0.6092,0
2025-01-01 00:04:34,0.4309,0
2025-01-01 00:04:35,0.3341,0
2025-01-01 00:04:36,0.545,0
2025-01-01 00:04:37,0.4924,0
2025-01-01 00:04:38,0.3018,0
2025-01-01 00:04:39,0.4058,0
2025-01-01 00:04:40,0.3583,0
2025-01-01 00:04:41,0.4401,0
2025-01-01 00:04:42,0.3744,0
2025-01-01 00:04:43,0.3556,0
2025-01-01 00:04:44,0.3714,0
2025-01-01 00:04:45,0.4663,0
2025-01-01 00:04:46,0.5207,0
2025-01-01 00:04:47,0.6476,0
2025-01-01 00:04:48,0.4703,0
2025-01-01 00:04:49,0.5402,0
2025-01-01 00:04:50,0.7032,0
2025-01-01 00:04:51,0.3101,0
2025-01-01 00:04:52,0.4342,0
2025-01-01 00:04:53,0.3729,0
2025-01-01 00:04:54,0.6877,0
2025-01-01 00:04:55,0.3451,0
2025-01-01 00:04:56,0.4026,0
2025-01-01 00:04:57,0.3472,0
2025-01-01 00:04:58,0.6686,0
2025-01-01 00:04:59,0.4212,0
2025-01-01 00:05:00,0.62,0
2025-01-01 00:05:01,0.396,0
2025-01-01 00:05:02,0.7111,0
2025-01-01 00:05:03,0.4825,0
2025-01-01 00:05:04,0.381,0
2025-01-01 00:05:05,1.2223,1
2025-01-01 00:05:06,0.5125,0
2025-01-01 00:05:07,0.5586,0
2025-01-01 00:05:08,0.5704,0
2025-01-01 00:05:09,0.4465,0
2025-01-01 00:05:10,0.3305,0
2025-01-01 00:05:11,0.4016,0
2025-01-01 00:05:12,0.4654,0
2025-01-01 00:05:13,0.3742,0
2025-01-01 00:05:14,0.4162,0
2025-01-01 00:05:15,0.6314,0
2025-01-01 00:05:16,0.5285,0
2025-01-01 00:05:17,0.4885,0
2025-01-01 00:05:18,0.5418,0
2025-01-01 00:05:19,0.3958,0
2025-01-01 00:05:20,0.4866,0
2025-01-01 00:05:21,0.5055,0
2025-01-01 00:05:22,0.5239,0
2025-01-01 00:05:23,0.7811,0
2025-01-01 00:05:24,0.5334,0
2025-01-01 00:05:25,0.3525,0
2025-01-01 00:05:26,0.4847,0
2025-01-01 00:05:27,0.3247,0
2025-01-01 00:05:28,0.3627,0
2025-01-01 00:05:29,0.3078,0
2025-01-01 00:05:30,0.4711,0
2025-01-01 00:05:31,0.3078,0
2025-01-01 00:05:32,0.5383,0
2025-01-01 00:05:33,0.5212,0
2025-01-01 00:05:34,0.6813,0
2025-01-01 00:05:35,0.3602,0
2025-01-01 00:05:36,1.2294,1
2025-01-01 00:05:37,0.3657,0
2025-01-01 00:05:38,0.433,0
2025-01-01 00:05:39,0.3958,0
2025-01-01 00:05:40,0.6474,0
2025-01-01 00:05:41,0.5427,0
2025-01-01 00:05:42,0.6078,0
2025-01-01 00:05:43,0.4851,0
2025-01-01 00:05:44,0.3835,0
2025-01-01 00:05:45,0.526,0
2025-01-01 00:05:46,0.462,0
2025-01-01 00:05:47,0.4574,0
2025-01-01 00:05:48,0.5652,0
2025-01-01 00:05:49,0.3652,0
2025-01-01 00:05:50,0.4777,0
2025-01-01 00:05:51,0.594,0
2025-01-01 00:05:52,0.4046,0
2025-01-01 00:05:53,0.2788,0
2025-01-01 00:05:54,0.4961,0
2025-01-01 00:05:55,0.2674,0
2025-01-01 00:05:56,0.3304,0
2025-01-01 00:05:57,0.4196,0
2025-01-01 00:05:58,0.4653,0
2025-01-01 00:05:59,0.4377,0
2025-01-01 00:06:00,0.3873,0
2025-01-01 00:06:01,0.5118,0
2025-01-01 00:06:02,0.489,0
2025-01-01 00:06:03,0.2644,0
2025-01-01 00:06:04,0.6673,0
2025-01-01 00:06:05,1.1553,1
2025-01-01 00:06:06,0.5823,0
2025-01-01 00:06:07,1.0089,1
2025-01-01 00:06:08,0.7045,0
2025-01-01 00:06:09,0.3602,0
2025-01-01 00:06:10,0.5428,0
2025-01-01 00:06:11,0.55,0
2025-01-01 00:06:12,0.3939,0
2025-01-01 00:06:13,0.358,0
2025-01-01 00:06:14,0.7769,0
2025-01-01 00:06:15,0.2449,0
2025-01-01 00:06:16,0.4463,0
2025-01-01 00:06:17,0.3356,0
2025-01-01 00:06:18,0.2974,0
2025-01-01 00:06:19,0.42,0
2025-01-01 00:06:20,0.5324,0
2025-01-01 00:06:21,0.3945,0
2025-01-01 00:06:22,0.4427,0
2025-01-01 00:06:23,0.3545,0
2025-01-01 00:06:24,0.4116,0
2025-01-01 00:06:25,0.3625,0
2025-01-01 00:06:26,0.9652,1
2025-01-01 00:06:27,0.2885,0
2025-01-01 00:06:28,0.8999,1
2025-01-01 00:06:29,0.5941,0
2025-01-01 00:06:30,0.5378,0
2025-01-01 00:06:31,0.5253,0
2025-01-01 00:06:32,0.304,0
2025-01-01 00:06:33,0.4461,0
2025-01-01 00:06:34,0.5069,0
2025-01-01 00:06:35,0.4524,0
2025-01-01 00:06:36,0.4202,0
2025-01-01 00:06:37,0.6068,0
2025-01-01 00:06:38,0.4848,0
2025-01-01 00:06:39,0.41,0
2025-01-01 00:06:40,0.5642,0
2025-01-01 00:06:41,0.4225,0
2025-01-01 00:06:42,0.6163,0
2025-01-01 00:06:43,0.4389,0
2025-01-01 00:06:44,0.7207,0
2025-01-01 00:06:45,0.5921,0
2025-01-01 00:06:46,0.4471,0
2025-01-01 00:06:47,0.4061,0
2025-01-01 00:06:48,0.6621,0
2025-01-01 00:06:49,0.8569,1
2025-01-01 00:06:50,0.3335,0
2025-01-01 00:06:51,0.5598,0
2025-01-01 00:06:52,0.4874,0
2025-01-01 00:06:53,0.9172,1
2025-01-01 00:06:54,0.4043,0
2025-01-01 00:06:55,0.601,0
2025-01-01 00:06:56,0.349,0
2025-01-01 00:06:57,0.4736,0
2025-01-01 00:06:58,0.6246,0
2025-01-01 00:06:59,0.6435,0
2025-01-01 00:07:00,0.4721,0
2025-01-01 00:07:01,0.6906,0
2025-01-01 00:07:02,0.3294,0
2025-01-01 00:07:03,0.5189,0
2025-01-01 00:07:04,0.262,0
2025-01-01 00:07:05,0.5899,0
2025-01-01 00:07:06,0.3014,0
2025-01-01 00:07:07,0.4718,0
2025-01-01 00:07:08,0.3446,0
2025-01-01 00:07:09,0.4166,0
2025-01-01 00:07:10,0.4687,0
2025-01-01 00:07:11,0.4739,0
2025-01-01 00:07:12,0.4261,0
2025-01-01 00:07:13,0.8865,1
2025-01-01 00:07:14,0.3152,0
2025-01-01 00:07:15,0.5857,0
2025-01-01 00:07:16,0.6406,0
2025-01-01 00:07:17,0.7542,0
2025-01-01 00:07:18,0.6216,0
2025-01-01 00:07:19,0.3595,0
2025-01-01 00:07:20,1.0201,1
2025-01-01 00:07:21,0.5512,0
2025-01-01 00:07:22,0.4343,0
2025-01-01 00:07:23,0.3037,0
2025-01-01 00:07:24,0.3639,0
2025-01-01 00:07:25,0.3186,0
2025-01-01 00:07:26,0.319,0
2025-01-01 00:07:27,0.6314,0
2025-01-01 00:07:28,0.5747,0
2025-01-01 00:07:29,0.3112,0
2025-01-01 00:07:30,0.3024,0
2025-01-01 00:07:31,0.3357,0
2025-01-01 00:07:32,0.3328,0
2025-01-01 00:07:33,0.3908,0
2025-01-01 00:07:34,0.8011,0
2025-01-01 00:07:35,0.4833,0
2025-01-01 00:07:36,0.3242,0
2025-01-01 00:07:37,0.5098,0
2025-01-01 00:07:38,0.2978,0
2025-01-01 00:07:39,0.5401,0
2025-01-01 00:07:40,0.5219,0
2025-01-01 00:07:41,0.456,0
2025-01-01 00:07:42,0.6187,0
2025-01-01 00:07:43,0.5889,0
2025-01-01 00:07:44,0.4364,0
2025-01-01 00:07:45,0.3551,0
2025-01-01 00:07:46,0.446,0
2025-01-01 00:07:47,0.5106,0
2025-01-01 00:07:48,0.4183,0
2025-01-01 00:07:49,0.3189,0
2025-01-01 00:07:50,0.5421,0
2025-01-01 00:07:51,0.3001,0
2025-01-01 00:07:52,0.4162,0
2025-01-01 00:07:53,0.5577,0
2025-01-01 00:07:54,0.2026,0
2025-01-01 00:07:55,0.3943,0
2025-01-01 00:07:56,0.4162,0
2025-01-01 00:07:57,0.2924,0
2025-01-01 00:07:58,0.4522,0
2025-01-01 00:07:59,0.3189,0
2025-01-01 00:08:00,0.3344,0
2025-01-01 00:08:01,0.3305,0
2025-01-01 00:08:02,0.315,0
2025-01-01 00:08:03,0.5086,0
2025-01-01 00:08:04,0.4625,0
2025-01-01 00:08:05,0.6368,0
2025-01-01 00:08:06,0.5092,0
2025-01-01 00:08:07,0.3605,0
2025-01-01 00:08:08,0.3629,0
2025-01-01 00:08:09,0.7275,0
2025-01-01 00:08:10,0.3874,0
2025-01-01 00:08:11,0.447,0
2025-01-01 00:08:12,0.6729,0
2025-01-01 00:08:13,0.5703,0
2025-01-01 00:08:14,0.5123,0
2025-01-01 00:08:15,0.3509,0
2025-01-01 00:08:16,0.2249,0
2025-01-01 00:08:17,0.447,0
2025-01-01 00:08:18,0.4926,0
2025-01-01 00:08:19,0.5073,0
2025-01-01 00:08:20,0.4438,0
2025-01-01 00:08:21,0.3596,0
2025-01-01 00:08:22,0.344,0
2025-01-01 00:08:23,0.5575,0
2025-01-01 00:08:24,0.3965,0
2025-01-01 00:08:25,0.5383,0
2025-01-01 00:08:26,0.2848,0
2025-01-01 00:08:27,0.3476,0
2025-01-01 00:08:28,0.3803,0
2025-01-01 00:08:29,0.3405,0
2025-01-01 00:08:30,0.5778,0
2025-01-01 00:08:31,0.4319,0
2025-01-01 00:08:32,0.3692,0
2025-01-01 00:08:33,0.4505,0
2025-01-01 00:08:34,0.5118,0
2025-01-01 00:08:35,0.4861,0
2025-01-01 00:08:36,0.3828,0
2025-01-01 00:08:37,0.3258,0
2025-01-01 00:08:38,0.3374,0
2025-01-01 00:08:39,0.5528,0
2025-01-01 00:08:40,0.4106,0
2025-01-01 00:08:41,0.3336,0
2025-01-01 00:08:42,0.5063,0
2025-01-01 00:08:43,0.6196,0
2025-01-01 00:08:44,0.3029,0
2025-01-01 00:08:45,0.4593,0
2025-01-01 00:08:46,0.3889,0
2025-01-01 00:08:47,0.5754,0
2025-01-01 00:08:48,0.3431,0
2025-01-01 00:08:49,0.4501,0
2025-01-01 00:08:50,0.3916,0
2025-01-01 00:08:51,0.512,0
2025-01-01 00:08:52,0.4526,0
2025-01-01 00:08:53,0.43,0
2025-01-01 00:08:54,0.3345,0
2025-01-01 00:08:55,0.6622,0
2025-01-01 00:08:56,0.3014,0
2025-01-01 00:08:57,0.4713,0
2025-01-01 00:08:58,0.3819,0
2025-01-01 00:08:59,0.3804,0
2025-01-01 00:09:00,0.3148,0
2025-01-01 00:09:01,0.404,0
2025-01-01 00:09:02,0.3046,0
2025-01-01 00:09:03,0.4459,0
2025-01-01 00:09:04,0.2868,0
2025-01-01 00:09:05,0.3657,0
2025-01-01 00:09:06,0.3725,0
2025-01-01 00:09:07,0.2964,0
2025-01-01 00:09:08,0.4555,0
2025-01-01 00:09:09,0.4658,0
2025-01-01 00:09:10,0.4317,0
2025-01-01 00:09:11,0.3538,0
2025-01-01 00:09:12,0.3906,0
2025-01-01 00:09:13,0.3613,0
2025-01-01 00:09:14,0.3514,0
2025-01-01 00:09:15,0.3425,0
2025-01-01 00:09:16,0.2859,0
2025-01-01 00:09:17,0.4679,0
2025-01-01 00:09:18,0.4308,0
2025-01-01 00:09:19,0.4135,0
2025-01-01 00:09:20,0.3232,0
2025-01-01 00:09:21,0.4062,0
2025-01-01 00:09:22,0.3265,0
2025-01-01 00:09:23,0.4039,0
2025-01-01 00:09:24,0.3724,0
2025-01-01 00:09:25,0.6227,0
2025-01-01 00:09:26,0.4019,0
2025-01-01 00:09:27,0.4429,0
2025-01-01 00:09:28,0.2944,0
2025-01-01 00:09:29,0.2712,0
2025-01-01 00:09:30,0.3259,0
2025-01-01 00:09:31,0.3352,0
2025-01-01 00:09:32,0.3648,0
2025-01-01 00:09:33,0.3172,0
2025-01-01 00:09:34,0.3903,0
2025-01-01 00:09:35,0.5385,0
2025-01-01 00:09:36,0.5209,0
2025-01-01 00:09:37,1.4972,1
2025-01-01 00:09:38,0.3367,0
2025-01-01 00:09:39,0.7882,0
2025-01-01 00:09:40,0.3417,0
2025-01-01 00:09:41,0.2908,0
2025-01-01 00:09:42,0.4889,0
2025-01-01 00:09:43,0.4604,0
2025-01-01 00:09:44,0.4949,0
2025-01-01 00:09:45,0.4951,0
2025-01-01 00:09:46,0.4145,0
2025-01-01 00:09:47,0.4057,0
2025-01-01 00:09:48,0.3357,0
2025-01-01 00:09:49,0.3275,0
2025-01-01 00:09:50,0.7,0
2025-01-01 00:09:51,0.3249,0
2025-01-01 00:09:52,0.6133,0
2025-01-01 00:09:53,0.5133,0
2025-01-01 00:09:54,0.3272,0
2025-01-01 00:09:55,0.5073,0
2025-01-01 00:09:56,0.3841,0
2025-01-01 00:09:57,0.3329,0
2025-01-01 00:09:58,0.8462,0
2025-01-01 00:09:59,0.369,0
2025-01-01 00:10:00,0.4497,0
2025-01-01 00:10:01,0.316,0
2025-01-01 00:10:02,0.3906,0
2025-01-01 00:10:03,0.4045,0
2025-01-01 00:10:04,0.327,0
2025-01-01 00:10:05,0.5328,0
2025-01-01 00:10:06,0.5139,0
2025-01-01 00:10:07,0.4569,0
2025-01-01 00:10:08,0.4061,0
2025-01-01 00:10:09,0.2867,0
2025-01-01 00:10:10,0.4439,0
2025-01-01 00:10:11,0.382,0
2025-01-01 00:10:12,0.3526,0
2025-01-01 00:10:13,0.3275,0
2025-01-01 00:10:14,0.8009,0
2025-01-01 00:10:15,0.4632,0
2025-01-01 00:10:16,0.2823,0
2025-01-01 00:10:17,0.31,0
2025-01-01 00:10:18,0.7657,0
2025-01-01 00:10:19,0.6976,0
2025-01-01 00:10:20,0.3402,0
2025-01-01 00:10:21,0.4429,0
2025-01-01 00:10:22,0.3556,0
2025-01-01 00:10:23,0.5777,0
2025-01-01 00:10:24,0.3369,0
2025-01-01 00:10:25,0.3627,0
2025-01-01 00:10:26,0.571,0
2025-01-01 00:10:27,0.5145,0
2025-01-01 00:10:28,0.3141,0
2025-01-01 00:10:29,0.3245,0
2025-01-01 00:10:30,0.5347,0
2025-01-01 00:10:31,0.3744,0
2025-01-01 00:10:32,0.5843,0
2025-01-01 00:10:33,0.4664,0
2025-01-01 00:10:34,0.4351,0
2025-01-01 00:10:35,0.5613,0
2025-01-01 00:10:36,0.393,0
2025-01-01 00:10:37,0.3004,0
2025-01-01 00:10:38,0.4312,0
2025-01-01 00:10:39,0.474,0
2025-01-01 00:10:40,0.5672,0
2025-01-01 00:10:41,0.3485,0
2025-01-01 00:10:42,0.4869,0
2025-01-01 00:10:43,0.5252,0
2025-01-01 00:10:44,0.5096,0
2025-01-01 00:10:45,0.3173,0
2025-01-01 00:10:46,0.8219,0
2025-01-01 00:10:47,0.5565,0
2025-01-01 00:10:48,0.5686,0
2025-01-01 00:10:49,0.5361,0
2025-01-01 00:10:50,0.3509,0
2025-01-01 00:10:51,0.3183,0
2025-01-01 00:10:52,0.3411,0
2025-01-01 00:10:53,0.4698,0
2025-01-01 00:10:54,0.274,0
2025-01-01 00:10:55,0.5089,0
2025-01-01 00:10:56,0.3368,0
2025-01-01 00:10:57,0.4732,0
2025-01-01 00:10:58,0.6629,0
2025-01-01 00:10:59,0.5598,0
2025-01-01 00:11:00,0.3806,0
2025-01-01 00:11:01,0.4142,0
2025-01-01 00:11:02,0.359,0
2025-01-01 00:11:03,0.4551,0
2025-01-01 00:11:04,0.3329,0
2025-01-01 00:11:05,0.3289,0
2025-01-01 00:11:06,0.3872,0
2025-01-01 00:11:07,0.2856,0
2025-01-01 00:11:08,0.387,0
2025-01-01 00:11:09,1.1763,1
2025-01-01 00:11:10,0.6618,0
2025-01-01 00:11:11,0.2725,0
2025-01-01 00:11:12,0.3828,0
2025-01-01 00:11:13,0.3328,0
2025-01-01 00:11:14,0.3737,0
2025-01-01 00:11:15,0.4201,0
2025-01-01 00:11:16,0.4296,0
2025-01-01 00:11:17,0.3274,0
2025-01-01 00:11:18,0.2758,0
2025-01-01 00:11:19,0.3353,0
2025-01-01 00:11:20,0.3381,0
2025-01-01 00:11:21,0.5675,0
2025-01-01 00:11:22,0.3525,0
2025-01-01 00:11:23,0.3768,0
2025-01-01 00:11:24,0.3612,0
2025-01-01 00:11:25,0.5369,0
2025-01-01 00:11:26,0.3623,0
2025-01-01 00:11:27,0.6426,0
2025-01-01 00:11:28,0.4854,0
2025-01-01 00:11:29,0.3053,0
2025-01-01 00:11:30,0.4398,0
2025-01-01 00:11:31,0.3917,0
2025-01-01 00:11:32,0.3834,0
2025-01-01 00:11:33,0.323,0
2025-01-01 00:11:34,0.3376,0
2025-01-01 00:11:35,0.4708,0
2025-01-01 00:11:36,0.4729,0
2025-01-01 00:11:37,0.3351,0
2025-01-01 00:11:38,0.3034,0
2025-01-01 00:11:39,0.4516,0
2025-01-01 00:11:40,0.3624,0
