timestamp,instant_health_raw,smoothed_health_index,health_status
2025-01-01 00:00:40,98.79,98.26,GOOD
2025-01-01 00:00:41,92.17,97.95,GOOD
2025-01-01 00:00:42,75.63,96.84,GOOD
2025-01-01 00:00:43,99.96,96.99,GOOD
2025-01-01 00:00:44,100.0,97.14,GOOD
2025-01-01 00:00:45,95.47,97.06,GOOD
2025-01-01 00:00:46,100.0,97.21,GOOD
2025-01-01 00:00:47,100.0,97.35,GOOD
2025-01-01 00:00:48,97.64,97.36,GOOD
2025-01-01 00:00:49,100.0,97.49,GOOD
2025-01-01 00:00:50,72.05,96.22,GOOD
2025-01-01 00:00:51,93.99,96.11,GOOD
2025-01-01 00:00:52,100.0,96.3,GOOD
2025-01-01 00:00:53,98.97,96.44,GOOD
2025-01-01 00:00:54,97.33,96.48,GOOD
2025-01-01 00:00:55,100.0,96.66,GOOD
2025-01-01 00:00:56,93.96,96.52,GOOD
2025-01-01 00:00:57,100.0,96.7,GOOD
2025-01-01 00:00:58,100.0,96.86,GOOD
2025-01-01 00:00:59,90.05,96.52,GOOD
2025-01-01 00:01:00,97.17,96.55,GOOD
2025-01-01 00:01:01,98.23,96.64,GOOD
2025-01-01 00:01:02,100.0,96.81,GOOD
2025-01-01 00:01:03,90.12,96.47,GOOD
2025-01-01 00:01:04,97.52,96.52,GOOD
2025-01-01 00:01:05,97.64,96.58,GOOD
2025-01-01 00:01:06,100.0,96.75,GOOD
2025-01-01 00:01:07,97.54,96.79,GOOD
2025-01-01 00:01:08,100.0,96.95,GOOD
2025-01-01 00:01:09,100.0,97.1,GOOD
2025-01-01 00:01:10,100.0,97.25,GOOD
2025-01-01 00:01:11,100.0,97.39,GOOD
2025-01-01 00:01:12,100.0,97.52,GOOD
2025-01-01 00:01:13,94.29,97.36,GOOD
2025-01-01 00:01:14,94.44,97.21,GOOD
2025-01-01 00:01:15,98.31,97.26,GOOD
2025-01-01 00:01:16,100.0,97.4,GOOD
2025-01-01 00:01:17,100.0,97.53,GOOD
2025-01-01 00:01:18,99.76,97.64,GOOD
2025-01-01 00:01:19,100.0,97.76,GOOD
2025-01-01 00:01:20,99.84,97.86,GOOD
2025-01-01 00:01:21,100.0,97.97,GOOD
2025-01-01 00:01:22,99.08,98.03,GOOD
2025-01-01 00:01:23,100.0,98.13,GOOD
2025-01-01 00:01:24,97.09,98.07,GOOD
2025-01-01 00:01:25,97.0,98.02,GOOD
2025-01-01 00:01:26,96.04,97.92,GOOD
2025-01-01 00:01:27,100.0,98.03,GOOD
2025-01-01 00:01:28,89.82,97.61,GOOD
2025-01-01 00:01:29,100.0,97.73,GOOD
2025-01-01 00:01:30,100.0,97.85,GOOD
2025-01-01 00:01:31,100.0,97.96,GOOD
2025-01-01 00:01:32,100.0,98.06,GOOD
2025-01-01 00:01:33,100.0,98.15,GOOD
2025-01-01 00:01:34,98.29,98.16,GOOD
2025-01-01 00:01:35,99.23,98.21,GOOD
2025-01-01 00:01:36,95.43,98.08,GOOD
2025-01-01 00:01:37,93.16,97.83,GOOD
2025-01-01 00:01:38,100.0,97.94,GOOD
2025-01-01 00:01:39,100.0,98.04,GOOD
2025-01-01 00:01:40,98.24,98.05,GOOD
2025-01-01 00:01:41,100.0,98.15,GOOD
2025-01-01 00:01:42,100.0,98.24,GOOD
2025-01-01 00:01:43,93.29,97.99,GOOD
2025-01-01 00:01:44,100.0,98.09,GOOD
2025-01-01 00:01:45,99.28,98.15,GOOD
2025-01-01 00:01:46,100.0,98.25,GOOD
2025-01-01 00:01:47,100.0,98.33,GOOD
2025-01-01 00:01:48,99.17,98.38,GOOD
2025-01-01 00:01:49,100.0,98.46,GOOD
2025-01-01 00:01:50,98.29,98.45,GOOD
2025-01-01 00:01:51,100.0,98.53,GOOD
2025-01-01 00:01:52,98.45,98.52,GOOD
2025-01-01 00:01:53,92.4,98.22,GOOD
2025-01-01 00:01:54,92.1,97.91,GOOD
2025-01-01 00:01:55,97.93,97.91,GOOD
2025-01-01 00:01:56,98.83,97.96,GOOD
2025-01-01 00:01:57,100.0,98.06,GOOD
2025-01-01 00:01:58,98.05,98.06,GOOD
2025-01-01 00:01:59,93.47,97.83,GOOD
2025-01-01 00:02:00,100.0,97.94,GOOD
2025-01-01 00:02:01,95.85,97.83,GOOD
2025-01-01 00:02:02,100.0,97.94,GOOD
2025-01-01 00:02:03,100.0,98.05,GOOD
2025-01-01 00:02:04,99.5,98.12,GOOD
2025-01-01 00:02:05,98.19,98.12,GOOD
2025-01-01 00:02:06,100.0,98.22,GOOD
2025-01-01 00:02:07,100.0,98.3,GOOD
2025-01-01 00:02:08,100.0,98.39,GOOD
2025-01-01 00:02:09,98.12,98.38,GOOD
2025-01-01 00:02:10,100.0,98.46,GOOD
2025-01-01 00:02:11,100.0,98.53,GOOD
2025-01-01 00:02:12,100.0,98.61,GOOD
2025-01-01 00:02:13,96.78,98.52,GOOD
2025-01-01 00:02:14,98.92,98.54,GOOD
2025-01-01 00:02:15,99.13,98.57,GOOD
2025-01-01 00:02:16,100.0,98.64,GOOD
2025-01-01 00:02:17,100.0,98.71,GOOD
2025-01-01 00:02:18,95.39,98.54,GOOD
2025-01-01 00:02:19,94.03,98.31,GOOD
2025-01-01 00:02:20,98.56,98.33,GOOD
2025-01-01 00:02:21,100.0,98.41,GOOD
2025-01-01 00:02:22,98.89,98.43,GOOD
2025-01-01 00:02:23,100.0,98.51,GOOD
2025-01-01 00:02:24,70.7,97.12,GOOD
2025-01-01 00:02:25,94.12,96.97,GOOD
2025-01-01 00:02:26,98.4,97.04,GOOD
2025-01-01 00:02:27,100.0,97.19,GOOD
2025-01-01 00:02:28,96.24,97.14,GOOD
2025-01-01 00:02:29,99.11,97.24,GOOD
2025-01-01 00:02:30,94.59,97.11,GOOD
2025-01-01 00:02:31,100.0,97.25,GOOD
2025-01-01 00:02:32,92.3,97.01,GOOD
2025-01-01 00:02:33,89.26,96.62,GOOD
2025-01-01 00:02:34,100.0,96.79,GOOD
2025-01-01 00:02:35,99.86,96.94,GOOD
2025-01-01 00:02:36,100.0,97.09,GOOD
2025-01-01 00:02:37,100.0,97.24,GOOD
2025-01-01 00:02:38,100.0,97.38,GOOD
2025-01-01 00:02:39,96.45,97.33,GOOD
2025-01-01 00:02:40,96.66,97.3,GOOD
2025-01-01 00:02:41,100.0,97.43,GOOD
2025-01-01 00:02:42,98.72,97.5,GOOD
2025-01-01 00:02:43,96.47,97.45,GOOD
2025-01-01 00:02:44,98.64,97.51,GOOD
2025-01-01 00:02:45,100.0,97.63,GOOD
2025-01-01 00:02:46,99.63,97.73,GOOD
2025-01-01 00:02:47,89.74,97.33,GOOD
2025-01-01 00:02:48,96.93,97.31,GOOD
2025-01-01 00:02:49,94.54,97.17,GOOD
2025-01-01 00:02:50,79.77,96.3,GOOD
2025-01-01 00:02:51,94.56,96.22,GOOD
2025-01-01 00:02:52,97.97,96.3,GOOD
2025-01-01 00:02:53,100.0,96.49,GOOD
2025-01-01 00:02:54,97.5,96.54,GOOD
2025-01-01 00:02:55,99.14,96.67,GOOD
2025-01-01 00:02:56,100.0,96.84,GOOD
2025-01-01 00:02:57,100.0,96.99,GOOD
2025-01-01 00:02:58,92.86,96.79,GOOD
2025-01-01 00:02:59,100.0,96.95,GOOD
2025-01-01 00:03:00,100.0,97.1,GOOD
2025-01-01 00:03:01,100.0,97.24,GOOD
2025-01-01 00:03:02,93.28,97.05,GOOD
2025-01-01 00:03:03,96.45,97.02,GOOD
2025-01-01 00:03:04,96.04,96.97,GOOD
2025-01-01 00:03:05,100.0,97.12,GOOD
2025-01-01 00:03:06,94.57,96.99,GOOD
2025-01-01 00:03:07,98.3,97.06,GOOD
2025-01-01 00:03:08,99.78,97.19,GOOD
2025-01-01 00:03:09,98.35,97.25,GOOD
2025-01-01 00:03:10,94.8,97.13,GOOD
2025-01-01 00:03:11,100.0,97.27,GOOD
2025-01-01 00:03:12,96.45,97.23,GOOD
2025-01-01 00:03:13,98.82,97.31,GOOD
2025-01-01 00:03:14,96.57,97.27,GOOD
2025-01-01 00:03:15,100.0,97.41,GOOD
2025-01-01 00:03:16,100.0,97.54,GOOD
2025-01-01 00:03:17,100.0,97.66,GOOD
2025-01-01 00:03:18,100.0,97.78,GOOD
2025-01-01 00:03:19,95.54,97.67,GOOD
2025-01-01 00:03:20,100.0,97.78,GOOD
2025-01-01 00:03:21,100.0,97.89,GOOD
2025-01-01 00:03:22,100.0,98.0,GOOD
2025-01-01 00:03:23,97.52,97.98,GOOD
2025-01-01 00:03:24,100.0,98.08,GOOD
2025-01-01 00:03:25,100.0,98.17,GOOD
2025-01-01 00:03:26,98.28,98.18,GOOD
2025-01-01 00:03:27,100.0,98.27,GOOD
2025-01-01 00:03:28,96.34,98.17,GOOD
2025-01-01 00:03:29,100.0,98.26,GOOD
2025-01-01 00:03:30,99.54,98.33,GOOD
2025-01-01 00:03:31,100.0,98.41,GOOD
2025-01-01 00:03:32,100.0,98.49,GOOD
2025-01-01 00:03:33,80.96,97.61,GOOD
2025-01-01 00:03:34,100.0,97.73,GOOD
2025-01-01 00:03:35,97.87,97.74,GOOD
2025-01-01 00:03:36,100.0,97.85,GOOD
2025-01-01 00:03:37,100.0,97.96,GOOD
2025-01-01 00:03:38,100.0,98.06,GOOD
2025-01-01 00:03:39,100.0,98.16,GOOD
2025-01-01 00:03:40,100.0,98.25,GOOD
2025-01-01 00:03:41,94.84,98.08,GOOD
2025-01-01 00:03:42,100.0,98.18,GOOD
2025-01-01 00:03:43,100.0,98.27,GOOD
2025-01-01 00:03:44,97.48,98.23,GOOD
2025-01-01 00:03:45,98.82,98.26,GOOD
2025-01-01 00:03:46,100.0,98.35,GOOD
2025-01-01 00:03:47,100.0,98.43,GOOD
2025-01-01 00:03:48,100.0,98.51,GOOD
2025-01-01 00:03:49,100.0,98.58,GOOD
2025-01-01 00:03:50,100.0,98.65,GOOD
2025-01-01 00:03:51,100.0,98.72,GOOD
2025-01-01 00:03:52,98.84,98.73,GOOD
2025-01-01 00:03:53,99.73,98.78,GOOD
2025-01-01 00:03:54,98.65,98.77,GOOD
2025-01-01 00:03:55,100.0,98.83,GOOD
2025-01-01 00:03:56,100.0,98.89,GOOD
2025-01-01 00:03:57,97.49,98.82,GOOD
2025-01-01 00:03:58,100.0,98.88,GOOD
2025-01-01 00:03:59,99.82,98.93,GOOD
2025-01-01 00:04:00,100.0,98.98,GOOD
2025-01-01 00:04:01,100.0,99.03,GOOD
2025-01-01 00:04:02,100.0,99.08,GOOD
2025-01-01 00:04:03,97.67,99.01,GOOD
2025-01-01 00:04:04,100.0,99.06,GOOD
2025-01-01 00:04:05,94.72,98.84,GOOD
2025-01-01 00:04:06,96.52,98.73,GOOD
2025-01-01 00:04:07,100.0,98.79,GOOD
2025-01-01 00:04:08,97.96,98.75,GOOD
2025-01-01 00:04:09,99.79,98.8,GOOD
2025-01-01 00:04:10,100.0,98.86,GOOD
2025-01-01 00:04:11,100.0,98.92,GOOD
2025-01-01 00:04:12,100.0,98.97,GOOD
2025-01-01 00:04:13,100.0,99.02,GOOD
2025-01-01 00:04:14,99.53,99.05,GOOD
2025-01-01 00:04:15,99.21,99.06,GOOD
2025-01-01 00:04:16,100.0,99.1,GOOD
2025-01-01 00:04:17,100.0,99.15,GOOD
2025-01-01 00:04:18,100.0,99.19,GOOD
2025-01-01 00:04:19,100.0,99.23,GOOD
2025-01-01 00:04:20,100.0,99.27,GOOD
2025-01-01 00:04:21,99.92,99.3,GOOD
2025-01-01 00:04:22,100.0,99.34,GOOD
2025-01-01 00:04:23,97.18,99.23,GOOD
2025-01-01 00:04:24,99.25,99.23,GOOD
2025-01-01 00:04:25,100.0,99.27,GOOD
2025-01-01 00:04:26,100.0,99.3,GOOD
2025-01-01 00:04:27,99.4,99.31,GOOD
2025-01-01 00:04:28,97.66,99.23,GOOD
2025-01-01 00:04:29,96.38,99.08,GOOD
2025-01-01 00:04:30,99.41,99.1,GOOD
2025-01-01 00:04:31,100.0,99.15,GOOD
2025-01-01 00:04:32,100.0,99.19,GOOD
2025-01-01 00:04:33,95.78,99.02,GOOD
2025-01-01 00:04:34,100.0,99.07,GOOD
2025-01-01 00:04:35,100.0,99.11,GOOD
2025-01-01 00:04:36,97.31,99.02,GOOD
2025-01-01 00:04:37,98.56,99.0,GOOD
2025-01-01 00:04:38,100.0,99.05,GOOD
2025-01-01 00:04:39,100.0,99.1,GOOD
2025-01-01 00:04:40,100.0,99.14,GOOD
2025-01-01 00:04:41,99.8,99.18,GOOD
2025-01-01 00:04:42,100.0,99.22,GOOD
2025-01-01 00:04:43,100.0,99.26,GOOD
2025-01-01 00:04:44,100.0,99.29,GOOD
2025-01-01 00:04:45,99.18,99.29,GOOD
2025-01-01 00:04:46,97.88,99.22,GOOD
2025-01-01 00:04:47,94.86,99.0,GOOD
2025-01-01 00:04:48,99.08,99.0,GOOD
2025-01-01 00:04:49,97.42,98.92,GOOD
2025-01-01 00:04:50,93.54,98.66,GOOD
2025-01-01 00:04:51,100.0,98.72,GOOD
2025-01-01 00:04:52,99.94,98.78,GOOD
2025-01-01 00:04:53,100.0,98.84,GOOD
2025-01-01 00:04:54,93.91,98.6,GOOD
2025-01-01 00:04:55,100.0,98.67,GOOD
2025-01-01 00:04:56,100.0,98.73,GOOD
2025-01-01 00:04:57,100.0,98.8,GOOD
2025-01-01 00:04:58,94.36,98.58,GOOD
2025-01-01 00:04:59,100.0,98.65,GOOD
2025-01-01 00:05:00,95.52,98.49,GOOD
2025-01-01 00:05:01,100.0,98.57,GOOD
2025-01-01 00:05:02,93.35,98.31,GOOD
2025-01-01 00:05:03,98.79,98.33,GOOD
2025-01-01 00:05:04,100.0,98.41,GOOD
2025-01-01 00:05:05,73.21,97.15,GOOD
2025-01-01 00:05:06,98.08,97.2,GOOD
2025-01-01 00:05:07,96.98,97.19,GOOD
2025-01-01 00:05:08,96.7,97.16,GOOD
2025-01-01 00:05:09,99.65,97.29,GOOD
2025-01-01 00:05:10,100.0,97.42,GOOD
2025-01-01 00:05:11,100.0,97.55,GOOD
2025-01-01 00:05:12,99.2,97.64,GOOD
2025-01-01 00:05:13,100.0,97.75,GOOD
2025-01-01 00:05:14,100.0,97.87,GOOD
2025-01-01 00:05:15,95.25,97.74,GOOD
2025-01-01 00:05:16,97.7,97.73,GOOD
2025-01-01 00:05:17,98.65,97.78,GOOD
2025-01-01 00:05:18,97.38,97.76,GOOD
2025-01-01 00:05:19,100.0,97.87,GOOD
2025-01-01 00:05:20,98.7,97.91,GOOD
2025-01-01 00:05:21,98.25,97.93,GOOD
2025-01-01 00:05:22,97.81,97.92,GOOD
2025-01-01 00:05:23,91.69,97.61,GOOD
2025-01-01 00:05:24,97.58,97.61,GOOD
2025-01-01 00:05:25,100.0,97.73,GOOD
2025-01-01 00:05:26,98.74,97.78,GOOD
2025-01-01 00:05:27,100.0,97.89,GOOD
2025-01-01 00:05:28,100.0,98.0,GOOD
2025-01-01 00:05:29,100.0,98.1,GOOD
2025-01-01 00:05:30,99.07,98.15,GOOD
2025-01-01 00:05:31,100.0,98.24,GOOD
2025-01-01 00:05:32,97.47,98.2,GOOD
2025-01-01 00:05:33,97.87,98.18,GOOD
2025-01-01 00:05:34,94.06,97.98,GOOD
2025-01-01 00:05:35,100.0,98.08,GOOD
2025-01-01 00:05:36,81.01,97.22,GOOD
2025-01-01 00:05:37,100.0,97.36,GOOD
2025-01-01 00:05:38,99.97,97.49,GOOD
2025-01-01 00:05:39,100.0,97.62,GOOD
2025-01-01 00:05:40,94.87,97.48,GOOD
2025-01-01 00:05:41,97.36,97.48,GOOD
2025-01-01 00:05:42,95.81,97.39,GOOD
2025-01-01 00:05:43,98.73,97.46,GOOD
2025-01-01 00:05:44,100.0,97.59,GOOD
2025-01-01 00:05:45,97.76,97.6,GOOD
2025-01-01 00:05:46,99.28,97.68,GOOD
2025-01-01 00:05:47,99.39,97.77,GOOD
2025-01-01 00:05:48,96.83,97.72,GOOD
2025-01-01 00:05:49,100.0,97.83,GOOD
2025-01-01 00:05:50,98.91,97.89,GOOD
2025-01-01 00:05:51,96.14,97.8,GOOD
2025-01-01 00:05:52,100.0,97.91,GOOD
2025-01-01 00:05:53,100.0,98.01,GOOD
2025-01-01 00:05:54,98.47,98.04,GOOD
2025-01-01 00:05:55,100.0,98.13,GOOD
2025-01-01 00:05:56,100.0,98.23,GOOD
2025-01-01 00:05:57,100.0,98.32,GOOD
2025-01-01 00:05:58,99.2,98.36,GOOD
2025-01-01 00:05:59,99.86,98.44,GOOD
2025-01-01 00:06:00,100.0,98.51,GOOD
2025-01-01 00:06:01,98.1,98.49,GOOD
2025-01-01 00:06:02,98.64,98.5,GOOD
2025-01-01 00:06:03,100.0,98.58,GOOD
2025-01-01 00:06:04,94.39,98.37,GOOD
2025-01-01 00:06:05,82.78,97.59,GOOD
2025-01-01 00:06:06,96.42,97.53,GOOD
2025-01-01 00:06:07,86.26,96.97,GOOD
2025-01-01 00:06:08,93.51,96.79,GOOD
2025-01-01 00:06:09,100.0,96.95,GOOD
2025-01-01 00:06:10,97.36,96.97,GOOD
2025-01-01 00:06:11,97.19,96.98,GOOD
2025-01-01 00:06:12,100.0,97.13,GOOD
2025-01-01 00:06:13,100.0,97.28,GOOD
2025-01-01 00:06:14,91.79,97.0,GOOD
2025-01-01 00:06:15,100.0,97.15,GOOD
2025-01-01 00:06:16,99.66,97.28,GOOD
2025-01-01 00:06:17,100.0,97.41,GOOD
2025-01-01 00:06:18,100.0,97.54,GOOD
2025-01-01 00:06:19,100.0,97.67,GOOD
2025-01-01 00:06:20,97.61,97.66,GOOD
2025-01-01 00:06:21,100.0,97.78,GOOD
2025-01-01 00:06:22,99.74,97.88,GOOD
2025-01-01 00:06:23,100.0,97.98,GOOD
2025-01-01 00:06:24,100.0,98.09,GOOD
2025-01-01 00:06:25,100.0,98.18,GOOD
2025-01-01 00:06:26,87.3,97.64,GOOD
2025-01-01 00:06:27,100.0,97.76,GOOD
2025-01-01 00:06:28,88.86,97.31,GOOD
2025-01-01 00:06:29,96.14,97.25,GOOD
2025-01-01 00:06:30,97.48,97.26,GOOD
2025-01-01 00:06:31,97.78,97.29,GOOD
2025-01-01 00:06:32,100.0,97.42,GOOD
2025-01-01 00:06:33,99.66,97.54,GOOD
2025-01-01 00:06:34,98.21,97.57,GOOD
2025-01-01 00:06:35,99.51,97.67,GOOD
2025-01-01 00:06:36,100.0,97.78,GOOD
2025-01-01 00:06:37,95.84,97.69,GOOD
2025-01-01 00:06:38,98.74,97.74,GOOD
2025-01-01 00:06:39,100.0,97.85,GOOD
2025-01-01 00:06:40,96.85,97.8,GOOD
2025-01-01 00:06:41,100.0,97.91,GOOD
2025-01-01 00:06:42,95.51,97.79,GOOD
2025-01-01 00:06:43,99.83,97.89,GOOD
2025-01-01 00:06:44,93.12,97.66,GOOD
2025-01-01 00:06:45,96.19,97.58,GOOD
2025-01-01 00:06:46,99.64,97.68,GOOD
2025-01-01 00:06:47,100.0,97.8,GOOD
2025-01-01 00:06:48,94.52,97.64,GOOD
2025-01-01 00:06:49,89.88,97.25,GOOD
2025-01-01 00:06:50,100.0,97.39,GOOD
2025-01-01 00:06:51,96.95,97.36,GOOD
2025-01-01 00:06:52,98.68,97.43,GOOD
2025-01-01 00:06:53,88.45,96.98,GOOD
2025-01-01 00:06:54,100.0,97.13,GOOD
2025-01-01 00:06:55,95.97,97.07,GOOD
2025-01-01 00:06:56,100.0,97.22,GOOD
2025-01-01 00:06:57,99.01,97.31,GOOD
2025-01-01 00:06:58,95.41,97.21,GOOD
2025-01-01 00:06:59,94.96,97.1,GOOD
2025-01-01 00:07:00,99.04,97.2,GOOD
2025-01-01 00:07:01,93.84,97.03,GOOD
2025-01-01 00:07:02,100.0,97.18,GOOD
2025-01-01 00:07:03,97.93,97.22,GOOD
2025-01-01 00:07:04,100.0,97.36,GOOD
2025-01-01 00:07:05,96.24,97.3,GOOD
2025-01-01 00:07:06,100.0,97.43,GOOD
2025-01-01 00:07:07,99.05,97.52,GOOD
2025-01-01 00:07:08,100.0,97.64,GOOD
2025-01-01 00:07:09,100.0,97.76,GOOD
2025-01-01 00:07:10,99.12,97.83,GOOD
2025-01-01 00:07:11,99.0,97.88,GOOD
2025-01-01 00:07:12,100.0,97.99,GOOD
2025-01-01 00:07:13,89.18,97.55,GOOD
2025-01-01 00:07:14,100.0,97.67,GOOD
2025-01-01 00:07:15,96.34,97.61,GOOD
2025-01-01 00:07:16,95.03,97.48,GOOD
2025-01-01 00:07:17,92.33,97.22,GOOD
2025-01-01 00:07:18,95.48,97.13,GOOD
2025-01-01 00:07:19,100.0,97.28,GOOD
2025-01-01 00:07:20,78.25,96.32,GOOD
2025-01-01 00:07:21,97.16,96.37,GOOD
2025-01-01 00:07:22,99.94,96.54,GOOD
2025-01-01 00:07:23,100.0,96.72,GOOD
2025-01-01 00:07:24,100.0,96.88,GOOD
2025-01-01 00:07:25,100.0,97.04,GOOD
2025-01-01 00:07:26,100.0,97.19,GOOD
2025-01-01 00:07:27,95.25,97.09,GOOD
2025-01-01 00:07:28,96.6,97.06,GOOD
2025-01-01 00:07:29,100.0,97.21,GOOD
2025-01-01 00:07:30,100.0,97.35,GOOD
2025-01-01 00:07:31,100.0,97.48,GOOD
2025-01-01 00:07:32,100.0,97.61,GOOD
2025-01-01 00:07:33,100.0,97.73,GOOD
2025-01-01 00:07:34,91.21,97.4,GOOD
2025-01-01 00:07:35,98.78,97.47,GOOD
2025-01-01 00:07:36,100.0,97.6,GOOD
2025-01-01 00:07:37,98.14,97.62,GOOD
2025-01-01 00:07:38,100.0,97.74,GOOD
2025-01-01 00:07:39,97.42,97.73,GOOD
2025-01-01 00:07:40,97.86,97.73,GOOD
2025-01-01 00:07:41,99.43,97.82,GOOD
2025-01-01 00:07:42,95.55,97.71,GOOD
2025-01-01 00:07:43,96.26,97.63,GOOD
2025-01-01 00:07:44,99.89,97.75,GOOD
2025-01-01 00:07:45,100.0,97.86,GOOD
2025-01-01 00:07:46,99.66,97.95,GOOD
2025-01-01 00:07:47,98.13,97.96,GOOD
2025-01-01 00:07:48,100.0,98.06,GOOD
2025-01-01 00:07:49,100.0,98.16,GOOD
2025-01-01 00:07:50,97.38,98.12,GOOD
2025-01-01 00:07:51,100.0,98.21,GOOD
2025-01-01 00:07:52,100.0,98.3,GOOD
2025-01-01 00:07:53,97.0,98.24,GOOD
2025-01-01 00:07:54,100.0,98.32,GOOD
2025-01-01 00:07:55,100.0,98.41,GOOD
2025-01-01 00:07:56,100.0,98.49,GOOD
2025-01-01 00:07:57,100.0,98.56,GOOD
2025-01-01 00:07:58,99.52,98.61,GOOD
2025-01-01 00:07:59,100.0,98.68,GOOD
2025-01-01 00:08:00,100.0,98.75,GOOD
2025-01-01 00:08:01,100.0,98.81,GOOD
2025-01-01 00:08:02,100.0,98.87,GOOD
2025-01-01 00:08:03,98.17,98.83,GOOD
2025-01-01 00:08:04,99.27,98.86,GOOD
2025-01-01 00:08:05,95.12,98.67,GOOD
2025-01-01 00:08:06,98.16,98.64,GOOD
2025-01-01 00:08:07,100.0,98.71,GOOD
2025-01-01 00:08:08,100.0,98.78,GOOD
2025-01-01 00:08:09,92.96,98.49,GOOD
2025-01-01 00:08:10,100.0,98.56,GOOD
2025-01-01 00:08:11,99.64,98.61,GOOD
2025-01-01 00:08:12,94.26,98.4,GOOD
2025-01-01 00:08:13,96.7,98.31,GOOD
2025-01-01 00:08:14,98.08,98.3,GOOD
2025-01-01 00:08:15,100.0,98.39,GOOD
2025-01-01 00:08:16,100.0,98.47,GOOD
2025-01-01 00:08:17,99.64,98.53,GOOD
2025-01-01 00:08:18,98.55,98.53,GOOD
2025-01-01 00:08:19,98.2,98.51,GOOD
2025-01-01 00:08:20,99.72,98.57,GOOD
2025-01-01 00:08:21,100.0,98.64,GOOD
2025-01-01 00:08:22,100.0,98.71,GOOD
2025-01-01 00:08:23,97.01,98.63,GOOD
2025-01-01 00:08:24,100.0,98.69,GOOD
2025-01-01 00:08:25,97.47,98.63,GOOD
2025-01-01 00:08:26,100.0,98.7,GOOD
2025-01-01 00:08:27,100.0,98.77,GOOD
2025-01-01 00:08:28,100.0,98.83,GOOD
2025-01-01 00:08:29,100.0,98.89,GOOD
2025-01-01 00:08:30,96.53,98.77,GOOD
2025-01-01 00:08:31,100.0,98.83,GOOD
2025-01-01 00:08:32,100.0,98.89,GOOD
2025-01-01 00:08:33,99.56,98.92,GOOD
2025-01-01 00:08:34,98.1,98.88,GOOD
2025-01-01 00:08:35,98.71,98.87,GOOD
2025-01-01 00:08:36,100.0,98.93,GOOD
2025-01-01 00:08:37,100.0,98.98,GOOD
2025-01-01 00:08:38,100.0,99.03,GOOD
2025-01-01 00:08:39,97.12,98.94,GOOD
2025-01-01 00:08:40,100.0,98.99,GOOD
2025-01-01 00:08:41,100.0,99.04,GOOD
2025-01-01 00:08:42,98.23,99.0,GOOD
2025-01-01 00:08:43,95.53,98.83,GOOD
2025-01-01 00:08:44,100.0,98.89,GOOD
2025-01-01 00:08:45,99.35,98.91,GOOD
2025-01-01 00:08:46,100.0,98.96,GOOD
2025-01-01 00:08:47,96.58,98.84,GOOD
2025-01-01 00:08:48,100.0,98.9,GOOD
2025-01-01 00:08:49,99.57,98.93,GOOD
2025-01-01 00:08:50,100.0,98.99,GOOD
2025-01-01 00:08:51,98.09,98.94,GOOD
2025-01-01 00:08:52,99.51,98.97,GOOD
2025-01-01 00:08:53,100.0,99.02,GOOD
2025-01-01 00:08:54,100.0,99.07,GOOD
2025-01-01 00:08:55,94.52,98.84,GOOD
